@relation dataset-weka.filters.unsupervised.attribute.AddValues-C154-L5-weka.filters.unsupervised.attribute.AddValues-C154-L6

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute inputs-133 numeric
@attribute inputs-134 numeric
@attribute inputs-135 numeric
@attribute inputs-136 numeric
@attribute inputs-137 numeric
@attribute inputs-138 numeric
@attribute inputs-139 numeric
@attribute inputs-140 numeric
@attribute inputs-141 numeric
@attribute inputs-142 numeric
@attribute inputs-143 numeric
@attribute inputs-144 numeric
@attribute inputs-145 numeric
@attribute inputs-146 numeric
@attribute inputs-147 numeric
@attribute inputs-148 numeric
@attribute inputs-149 numeric
@attribute inputs-150 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1344,'2019/01/31 22:41:56:824',23,446.913116,446.518707,446.087372,445.086639,443.629822,442.723114,441.143707,439.545868,438.61322,439.013245,288.170837,288.464844,288.848541,289.404785,289.634033,289.885986,290.126678,290.346802,290.349304,290.259277,59.175797,59.263794,59.255676,59.229954,59.286766,59.243408,59.233063,59.250759,59.283302,59.393135,298.724884,297.76178,297.503326,297.313599,296.624847,296.137451,295.475586,294.390137,293.267029,292.878784,247.093445,248.111313,249.140656,250.172272,250.589111,250.881027,250.317291,249.326462,249.322357,252.495331,62.859665,62.980442,63.018936,63.021538,63.098442,63.103313,63.050358,62.937267,62.804401,62.951393,422.956146,422.209167,421.925873,421.215759,419.653412,418.591675,416.662354,414.50824,413.786011,415.607941,320.805756,321.051392,321.457825,322.086182,322.239807,322.369629,322.412659,322.378662,322.455017,322.862122,55.840565,56.093204,56.132034,56.218361,56.367538,56.365231,56.327484,56.260609,56.321918,56.599953,372.342041,371.782104,371.432526,370.949768,370.61554,370.764282,371.310364,371.349182,370.59317,369.314331,225.796448,225.984131,227.278717,228.303894,228.885834,229.808319,231.964417,234.84967,237.07962,237.44873,66.540985,66.659187,66.779137,66.799194,66.949203,67.119469,67.452408,67.803024,67.937607,67.882111,466.656738,465.996399,465.841675,465.382843,464.084595,463.23761,461.751343,459.968842,459.181427,460.302673,303.2547,303.672913,304.223114,305.003571,305.326385,305.575043,305.838501,306.01712,306.046478,305.944519,56.176769,56.371655,56.345848,56.373119,56.520157,56.540955,56.567089,56.603657,56.68985,56.876862,2
1345,'2019/01/31 22:41:56:876',23,446.518707,446.087372,445.086639,443.629822,442.723114,441.143707,439.545868,438.61322,439.013245,440.162964,288.464844,288.848541,289.404785,289.634033,289.885986,290.126678,290.346802,290.349304,290.259277,291.445587,59.263794,59.255676,59.229954,59.286766,59.243408,59.233063,59.250759,59.283302,59.393135,59.320049,297.76178,297.503326,297.313599,296.624847,296.137451,295.475586,294.390137,293.267029,292.878784,295.233765,248.111313,249.140656,250.172272,250.589111,250.881027,250.317291,249.326462,249.322357,252.495331,258.803223,62.980442,63.018936,63.021538,63.098442,63.103313,63.050358,62.937267,62.804401,62.951393,63.476341,422.209167,421.925873,421.215759,419.653412,418.591675,416.662354,414.50824,413.786011,415.607941,416.809082,321.051392,321.457825,322.086182,322.239807,322.369629,322.412659,322.378662,322.455017,322.862122,323.960754,56.093204,56.132034,56.218361,56.367538,56.365231,56.327484,56.260609,56.321918,56.599953,56.732147,371.782104,371.432526,370.949768,370.61554,370.764282,371.310364,371.349182,370.59317,369.314331,368.88562,225.984131,227.278717,228.303894,228.885834,229.808319,231.964417,234.84967,237.07962,237.44873,237.808136,66.659187,66.779137,66.799194,66.949203,67.119469,67.452408,67.803024,67.937607,67.882111,67.929565,465.996399,465.841675,465.382843,464.084595,463.23761,461.751343,459.968842,459.181427,460.302673,461.069519,303.672913,304.223114,305.003571,305.326385,305.575043,305.838501,306.01712,306.046478,305.944519,306.772095,56.371655,56.345848,56.373119,56.520157,56.540955,56.567089,56.603657,56.68985,56.876862,56.98827,2
1346,'2019/01/31 22:41:56:926',23,446.087372,445.086639,443.629822,442.723114,441.143707,439.545868,438.61322,439.013245,440.162964,440.433258,288.848541,289.404785,289.634033,289.885986,290.126678,290.346802,290.349304,290.259277,291.445587,291.743683,59.255676,59.229954,59.286766,59.243408,59.233063,59.250759,59.283302,59.393135,59.320049,59.274513,297.503326,297.313599,296.624847,296.137451,295.475586,294.390137,293.267029,292.878784,295.233765,296.553467,249.140656,250.172272,250.589111,250.881027,250.317291,249.326462,249.322357,252.495331,258.803223,260.946045,63.018936,63.021538,63.098442,63.103313,63.050358,62.937267,62.804401,62.951393,63.476341,63.664894,421.925873,421.215759,419.653412,418.591675,416.662354,414.50824,413.786011,415.607941,416.809082,416.948425,321.457825,322.086182,322.239807,322.369629,322.412659,322.378662,322.455017,322.862122,323.960754,324.165558,56.132034,56.218361,56.367538,56.365231,56.327484,56.260609,56.321918,56.599953,56.732147,56.715389,371.432526,370.949768,370.61554,370.764282,371.310364,371.349182,370.59317,369.314331,368.88562,368.749054,227.278717,228.303894,228.885834,229.808319,231.964417,234.84967,237.07962,237.44873,237.808136,237.440002,66.779137,66.799194,66.949203,67.119469,67.452408,67.803024,67.937607,67.882111,67.929565,67.919899,465.841675,465.382843,464.084595,463.23761,461.751343,459.968842,459.181427,460.302673,461.069519,461.153076,304.223114,305.003571,305.326385,305.575043,305.838501,306.01712,306.046478,305.944519,306.772095,306.954407,56.345848,56.373119,56.520157,56.540955,56.567089,56.603657,56.68985,56.876862,56.98827,56.992401,2
1347,'2019/01/31 22:41:56:980',23,445.086639,443.629822,442.723114,441.143707,439.545868,438.61322,439.013245,440.162964,440.433258,440.36264,289.404785,289.634033,289.885986,290.126678,290.346802,290.349304,290.259277,291.445587,291.743683,292.021545,59.229954,59.286766,59.243408,59.233063,59.250759,59.283302,59.393135,59.320049,59.274513,59.266499,297.313599,296.624847,296.137451,295.475586,294.390137,293.267029,292.878784,295.233765,296.553467,296.8526,250.172272,250.589111,250.881027,250.317291,249.326462,249.322357,252.495331,258.803223,260.946045,260.968933,63.021538,63.098442,63.103313,63.050358,62.937267,62.804401,62.951393,63.476341,63.664894,63.699593,421.215759,419.653412,418.591675,416.662354,414.50824,413.786011,415.607941,416.809082,416.948425,416.579529,322.086182,322.239807,322.369629,322.412659,322.378662,322.455017,322.862122,323.960754,324.165558,324.341675,56.218361,56.367538,56.365231,56.327484,56.260609,56.321918,56.599953,56.732147,56.715389,56.664009,370.949768,370.61554,370.764282,371.310364,371.349182,370.59317,369.314331,368.88562,368.749054,368.842194,228.303894,228.885834,229.808319,231.964417,234.84967,237.07962,237.44873,237.808136,237.440002,237.260437,66.799194,66.949203,67.119469,67.452408,67.803024,67.937607,67.882111,67.929565,67.919899,67.944397,465.382843,464.084595,463.23761,461.751343,459.968842,459.181427,460.302673,461.069519,461.153076,460.915405,305.003571,305.326385,305.575043,305.838501,306.01712,306.046478,305.944519,306.772095,306.954407,307.25528,56.373119,56.520157,56.540955,56.567089,56.603657,56.68985,56.876862,56.98827,56.992401,56.985775,2
1348,'2019/01/31 22:41:57:036',23,443.629822,442.723114,441.143707,439.545868,438.61322,439.013245,440.162964,440.433258,440.36264,440.009888,289.634033,289.885986,290.126678,290.346802,290.349304,290.259277,291.445587,291.743683,292.021545,292.702393,59.286766,59.243408,59.233063,59.250759,59.283302,59.393135,59.320049,59.274513,59.266499,59.224861,296.624847,296.137451,295.475586,294.390137,293.267029,292.878784,295.233765,296.553467,296.8526,296.269226,250.589111,250.881027,250.317291,249.326462,249.322357,252.495331,258.803223,260.946045,260.968933,257.89093,63.098442,63.103313,63.050358,62.937267,62.804401,62.951393,63.476341,63.664894,63.699593,63.541893,419.653412,418.591675,416.662354,414.50824,413.786011,415.607941,416.809082,416.948425,416.579529,414.613892,322.239807,322.369629,322.412659,322.378662,322.455017,322.862122,323.960754,324.165558,324.341675,324.625793,56.367538,56.365231,56.327484,56.260609,56.321918,56.599953,56.732147,56.715389,56.664009,56.502022,370.61554,370.764282,371.310364,371.349182,370.59317,369.314331,368.88562,368.749054,368.842194,369.44281,228.885834,229.808319,231.964417,234.84967,237.07962,237.44873,237.808136,237.440002,237.260437,237.589783,66.949203,67.119469,67.452408,67.803024,67.937607,67.882111,67.929565,67.919899,67.944397,68.019363,464.084595,463.23761,461.751343,459.968842,459.181427,460.302673,461.069519,461.153076,460.915405,459.500916,305.326385,305.575043,305.838501,306.01712,306.046478,305.944519,306.772095,306.954407,307.25528,308.009399,56.520157,56.540955,56.567089,56.603657,56.68985,56.876862,56.98827,56.992401,56.985775,56.944099,2
1349,'2019/01/31 22:41:57:089',23,442.723114,441.143707,439.545868,438.61322,439.013245,440.162964,440.433258,440.36264,440.009888,440.086426,289.885986,290.126678,290.346802,290.349304,290.259277,291.445587,291.743683,292.021545,292.702393,293.202271,59.243408,59.233063,59.250759,59.283302,59.393135,59.320049,59.274513,59.266499,59.224861,59.183079,296.137451,295.475586,294.390137,293.267029,292.878784,295.233765,296.553467,296.8526,296.269226,296.35437,250.881027,250.317291,249.326462,249.322357,252.495331,258.803223,260.946045,260.968933,257.89093,255.845535,63.103313,63.050358,62.937267,62.804401,62.951393,63.476341,63.664894,63.699593,63.541893,63.340366,418.591675,416.662354,414.50824,413.786011,415.607941,416.809082,416.948425,416.579529,414.613892,413.823975,322.369629,322.412659,322.378662,322.455017,322.862122,323.960754,324.165558,324.341675,324.625793,324.855194,56.365231,56.327484,56.260609,56.321918,56.599953,56.732147,56.715389,56.664009,56.502022,56.350086,370.764282,371.310364,371.349182,370.59317,369.314331,368.88562,368.749054,368.842194,369.44281,370.142883,229.808319,231.964417,234.84967,237.07962,237.44873,237.808136,237.440002,237.260437,237.589783,238.123779,67.119469,67.452408,67.803024,67.937607,67.882111,67.929565,67.919899,67.944397,68.019363,68.047012,463.23761,461.751343,459.968842,459.181427,460.302673,461.069519,461.153076,460.915405,459.500916,459.118103,305.575043,305.838501,306.01712,306.046478,305.944519,306.772095,306.954407,307.25528,308.009399,308.559814,56.540955,56.567089,56.603657,56.68985,56.876862,56.98827,56.992401,56.985775,56.944099,56.870365,2
1350,'2019/01/31 22:41:57:142',23,441.143707,439.545868,438.61322,439.013245,440.162964,440.433258,440.36264,440.009888,440.086426,440.203888,290.126678,290.346802,290.349304,290.259277,291.445587,291.743683,292.021545,292.702393,293.202271,293.431244,59.233063,59.250759,59.283302,59.393135,59.320049,59.274513,59.266499,59.224861,59.183079,59.208771,295.475586,294.390137,293.267029,292.878784,295.233765,296.553467,296.8526,296.269226,296.35437,296.009308,250.317291,249.326462,249.322357,252.495331,258.803223,260.946045,260.968933,257.89093,255.845535,254.998245,63.050358,62.937267,62.804401,62.951393,63.476341,63.664894,63.699593,63.541893,63.340366,63.285854,416.662354,414.50824,413.786011,415.607941,416.809082,416.948425,416.579529,414.613892,413.823975,413.555359,322.412659,322.378662,322.455017,322.862122,323.960754,324.165558,324.341675,324.625793,324.855194,325.006836,56.327484,56.260609,56.321918,56.599953,56.732147,56.715389,56.664009,56.502022,56.350086,56.32383,371.310364,371.349182,370.59317,369.314331,368.88562,368.749054,368.842194,369.44281,370.142883,370.232025,231.964417,234.84967,237.07962,237.44873,237.808136,237.440002,237.260437,237.589783,238.123779,238.431122,67.452408,67.803024,67.937607,67.882111,67.929565,67.919899,67.944397,68.019363,68.047012,68.11084,461.751343,459.968842,459.181427,460.302673,461.069519,461.153076,460.915405,459.500916,459.118103,458.942444,305.838501,306.01712,306.046478,305.944519,306.772095,306.954407,307.25528,308.009399,308.559814,308.794922,56.567089,56.603657,56.68985,56.876862,56.98827,56.992401,56.985775,56.944099,56.870365,56.862576,2
1351,'2019/01/31 22:41:57:190',23,439.545868,438.61322,439.013245,440.162964,440.433258,440.36264,440.009888,440.086426,440.203888,441.213928,290.346802,290.349304,290.259277,291.445587,291.743683,292.021545,292.702393,293.202271,293.431244,293.889282,59.250759,59.283302,59.393135,59.320049,59.274513,59.266499,59.224861,59.183079,59.208771,59.353043,294.390137,293.267029,292.878784,295.233765,296.553467,296.8526,296.269226,296.35437,296.009308,295.892792,249.326462,249.322357,252.495331,258.803223,260.946045,260.968933,257.89093,255.845535,254.998245,256.515503,62.937267,62.804401,62.951393,63.476341,63.664894,63.699593,63.541893,63.340366,63.285854,63.456532,414.50824,413.786011,415.607941,416.809082,416.948425,416.579529,414.613892,413.823975,413.555359,415.277222,322.378662,322.455017,322.862122,323.960754,324.165558,324.341675,324.625793,324.855194,325.006836,325.674347,56.260609,56.321918,56.599953,56.732147,56.715389,56.664009,56.502022,56.350086,56.32383,56.488457,371.349182,370.59317,369.314331,368.88562,368.749054,368.842194,369.44281,370.142883,370.232025,369.874939,234.84967,237.07962,237.44873,237.808136,237.440002,237.260437,237.589783,238.123779,238.431122,239.213287,67.803024,67.937607,67.882111,67.929565,67.919899,67.944397,68.019363,68.047012,68.11084,68.252029,459.968842,459.181427,460.302673,461.069519,461.153076,460.915405,459.500916,459.118103,458.942444,460.196045,306.01712,306.046478,305.944519,306.772095,306.954407,307.25528,308.009399,308.559814,308.794922,309.140503,56.603657,56.68985,56.876862,56.98827,56.992401,56.985775,56.944099,56.870365,56.862576,57.007507,2
1352,'2019/01/31 22:41:57:240',23,438.61322,439.013245,440.162964,440.433258,440.36264,440.009888,440.086426,440.203888,441.213928,442.40741,290.349304,290.259277,291.445587,291.743683,292.021545,292.702393,293.202271,293.431244,293.889282,294.424744,59.283302,59.393135,59.320049,59.274513,59.266499,59.224861,59.183079,59.208771,59.353043,59.35598,293.267029,292.878784,295.233765,296.553467,296.8526,296.269226,296.35437,296.009308,295.892792,297.34082,249.322357,252.495331,258.803223,260.946045,260.968933,257.89093,255.845535,254.998245,256.515503,258.885742,62.804401,62.951393,63.476341,63.664894,63.699593,63.541893,63.340366,63.285854,63.456532,63.655792,413.786011,415.607941,416.809082,416.948425,416.579529,414.613892,413.823975,413.555359,415.277222,416.893005,322.455017,322.862122,323.960754,324.165558,324.341675,324.625793,324.855194,325.006836,325.674347,326.315491,56.321918,56.599953,56.732147,56.715389,56.664009,56.502022,56.350086,56.32383,56.488457,56.486965,370.59317,369.314331,368.88562,368.749054,368.842194,369.44281,370.142883,370.232025,369.874939,370.526611,237.07962,237.44873,237.808136,237.440002,237.260437,237.589783,238.123779,238.431122,239.213287,239.465912,67.937607,67.882111,67.929565,67.919899,67.944397,68.019363,68.047012,68.11084,68.252029,68.263214,459.181427,460.302673,461.069519,461.153076,460.915405,459.500916,459.118103,458.942444,460.196045,461.526611,306.046478,305.944519,306.772095,306.954407,307.25528,308.009399,308.559814,308.794922,309.140503,309.59256,56.68985,56.876862,56.98827,56.992401,56.985775,56.944099,56.870365,56.862576,57.007507,56.998707,2
1353,'2019/01/31 22:41:57:292',23,439.013245,440.162964,440.433258,440.36264,440.009888,440.086426,440.203888,441.213928,442.40741,442.494781,290.259277,291.445587,291.743683,292.021545,292.702393,293.202271,293.431244,293.889282,294.424744,294.594482,59.393135,59.320049,59.274513,59.266499,59.224861,59.183079,59.208771,59.353043,59.35598,59.372726,292.878784,295.233765,296.553467,296.8526,296.269226,296.35437,296.009308,295.892792,297.34082,298.040222,252.495331,258.803223,260.946045,260.968933,257.89093,255.845535,254.998245,256.515503,258.885742,259.403717,62.951393,63.476341,63.664894,63.699593,63.541893,63.340366,63.285854,63.456532,63.655792,63.774612,415.607941,416.809082,416.948425,416.579529,414.613892,413.823975,413.555359,415.277222,416.893005,416.785156,322.862122,323.960754,324.165558,324.341675,324.625793,324.855194,325.006836,325.674347,326.315491,326.411865,56.599953,56.732147,56.715389,56.664009,56.502022,56.350086,56.32383,56.488457,56.486965,56.455654,369.314331,368.88562,368.749054,368.842194,369.44281,370.142883,370.232025,369.874939,370.526611,370.517395,237.44873,237.808136,237.440002,237.260437,237.589783,238.123779,238.431122,239.213287,239.465912,238.20697,67.882111,67.929565,67.919899,67.944397,68.019363,68.047012,68.11084,68.252029,68.263214,68.183067,460.302673,461.069519,461.153076,460.915405,459.500916,459.118103,458.942444,460.196045,461.526611,461.368317,305.944519,306.772095,306.954407,307.25528,308.009399,308.559814,308.794922,309.140503,309.59256,309.728821,56.876862,56.98827,56.992401,56.985775,56.944099,56.870365,56.862576,57.007507,56.998707,57.031166,2
1354,'2019/01/31 22:41:57:341',23,440.162964,440.433258,440.36264,440.009888,440.086426,440.203888,441.213928,442.40741,442.494781,443.345062,291.445587,291.743683,292.021545,292.702393,293.202271,293.431244,293.889282,294.424744,294.594482,294.55011,59.320049,59.274513,59.266499,59.224861,59.183079,59.208771,59.353043,59.35598,59.372726,59.388607,295.233765,296.553467,296.8526,296.269226,296.35437,296.009308,295.892792,297.34082,298.040222,299.700867,258.803223,260.946045,260.968933,257.89093,255.845535,254.998245,256.515503,258.885742,259.403717,258.156311,63.476341,63.664894,63.699593,63.541893,63.340366,63.285854,63.456532,63.655792,63.774612,63.928062,416.809082,416.948425,416.579529,414.613892,413.823975,413.555359,415.277222,416.893005,416.785156,416.74115,323.960754,324.165558,324.341675,324.625793,324.855194,325.006836,325.674347,326.315491,326.411865,325.904907,56.732147,56.715389,56.664009,56.502022,56.350086,56.32383,56.488457,56.486965,56.455654,56.281639,368.88562,368.749054,368.842194,369.44281,370.142883,370.232025,369.874939,370.526611,370.517395,372.457916,237.808136,237.440002,237.260437,237.589783,238.123779,238.431122,239.213287,239.465912,238.20697,237.473938,67.929565,67.919899,67.944397,68.019363,68.047012,68.11084,68.252029,68.263214,68.183067,68.373199,461.069519,461.153076,460.915405,459.500916,459.118103,458.942444,460.196045,461.526611,461.368317,461.588226,306.772095,306.954407,307.25528,308.009399,308.559814,308.794922,309.140503,309.59256,309.728821,309.561523,56.98827,56.992401,56.985775,56.944099,56.870365,56.862576,57.007507,56.998707,57.031166,57.025436,2
1355,'2019/01/31 22:41:57:390',23,440.433258,440.36264,440.009888,440.086426,440.203888,441.213928,442.40741,442.494781,443.345062,444.408539,291.743683,292.021545,292.702393,293.202271,293.431244,293.889282,294.424744,294.594482,294.55011,294.761902,59.274513,59.266499,59.224861,59.183079,59.208771,59.353043,59.35598,59.372726,59.388607,59.364235,296.553467,296.8526,296.269226,296.35437,296.009308,295.892792,297.34082,298.040222,299.700867,300.394806,260.946045,260.968933,257.89093,255.845535,254.998245,256.515503,258.885742,259.403717,258.156311,256.327271,63.664894,63.699593,63.541893,63.340366,63.285854,63.456532,63.655792,63.774612,63.928062,63.866508,416.948425,416.579529,414.613892,413.823975,413.555359,415.277222,416.893005,416.785156,416.74115,417.872711,324.165558,324.341675,324.625793,324.855194,325.006836,325.674347,326.315491,326.411865,325.904907,325.805481,56.715389,56.664009,56.502022,56.350086,56.32383,56.488457,56.486965,56.455654,56.281639,56.034119,368.749054,368.842194,369.44281,370.142883,370.232025,369.874939,370.526611,370.517395,372.457916,373.692657,237.440002,237.260437,237.589783,238.123779,238.431122,239.213287,239.465912,238.20697,237.473938,236.564941,67.919899,67.944397,68.019363,68.047012,68.11084,68.252029,68.263214,68.183067,68.373199,68.372467,461.153076,460.915405,459.500916,459.118103,458.942444,460.196045,461.526611,461.368317,461.588226,462.619385,306.954407,307.25528,308.009399,308.559814,308.794922,309.140503,309.59256,309.728821,309.561523,309.59668,56.992401,56.985775,56.944099,56.870365,56.862576,57.007507,56.998707,57.031166,57.025436,56.966881,2
1356,'2019/01/31 22:41:57:442',23,440.36264,440.009888,440.086426,440.203888,441.213928,442.40741,442.494781,443.345062,444.408539,445.302155,292.021545,292.702393,293.202271,293.431244,293.889282,294.424744,294.594482,294.55011,294.761902,294.981567,59.266499,59.224861,59.183079,59.208771,59.353043,59.35598,59.372726,59.388607,59.364235,59.382988,296.8526,296.269226,296.35437,296.009308,295.892792,297.34082,298.040222,299.700867,300.394806,300.310242,260.968933,257.89093,255.845535,254.998245,256.515503,258.885742,259.403717,258.156311,256.327271,253.900558,63.699593,63.541893,63.340366,63.285854,63.456532,63.655792,63.774612,63.928062,63.866508,63.728245,416.579529,414.613892,413.823975,413.555359,415.277222,416.893005,416.785156,416.74115,417.872711,420.218353,324.341675,324.625793,324.855194,325.006836,325.674347,326.315491,326.411865,325.904907,325.805481,326.033936,56.664009,56.502022,56.350086,56.32383,56.488457,56.486965,56.455654,56.281639,56.034119,55.832802,368.842194,369.44281,370.142883,370.232025,369.874939,370.526611,370.517395,372.457916,373.692657,374.48584,237.260437,237.589783,238.123779,238.431122,239.213287,239.465912,238.20697,237.473938,236.564941,237.058044,67.944397,68.019363,68.047012,68.11084,68.252029,68.263214,68.183067,68.373199,68.372467,68.478134,460.915405,459.500916,459.118103,458.942444,460.196045,461.526611,461.368317,461.588226,462.619385,463.999695,307.25528,308.009399,308.559814,308.794922,309.140503,309.59256,309.728821,309.561523,309.59668,309.482727,56.985775,56.944099,56.870365,56.862576,57.007507,56.998707,57.031166,57.025436,56.966881,57.117367,2
1357,'2019/01/31 22:41:57:490',23,440.009888,440.086426,440.203888,441.213928,442.40741,442.494781,443.345062,444.408539,445.302155,445.786011,292.702393,293.202271,293.431244,293.889282,294.424744,294.594482,294.55011,294.761902,294.981567,295.083771,59.224861,59.183079,59.208771,59.353043,59.35598,59.372726,59.388607,59.364235,59.382988,59.437893,296.269226,296.35437,296.009308,295.892792,297.34082,298.040222,299.700867,300.394806,300.310242,299.888672,257.89093,255.845535,254.998245,256.515503,258.885742,259.403717,258.156311,256.327271,253.900558,251.174072,63.541893,63.340366,63.285854,63.456532,63.655792,63.774612,63.928062,63.866508,63.728245,63.522236,414.613892,413.823975,413.555359,415.277222,416.893005,416.785156,416.74115,417.872711,420.218353,422.243164,324.625793,324.855194,325.006836,325.674347,326.315491,326.411865,325.904907,325.805481,326.033936,326.30603,56.502022,56.350086,56.32383,56.488457,56.486965,56.455654,56.281639,56.034119,55.832802,55.779476,369.44281,370.142883,370.232025,369.874939,370.526611,370.517395,372.457916,373.692657,374.48584,374.389771,237.589783,238.123779,238.431122,239.213287,239.465912,238.20697,237.473938,236.564941,237.058044,239.632141,68.019363,68.047012,68.11084,68.252029,68.263214,68.183067,68.373199,68.372467,68.478134,68.624802,459.500916,459.118103,458.942444,460.196045,461.526611,461.368317,461.588226,462.619385,463.999695,465.136902,308.009399,308.559814,308.794922,309.140503,309.59256,309.728821,309.561523,309.59668,309.482727,309.364044,56.944099,56.870365,56.862576,57.007507,56.998707,57.031166,57.025436,56.966881,57.117367,57.332977,2
1358,'2019/01/31 22:41:57:542',23,440.086426,440.203888,441.213928,442.40741,442.494781,443.345062,444.408539,445.302155,445.786011,446.262878,293.202271,293.431244,293.889282,294.424744,294.594482,294.55011,294.761902,294.981567,295.083771,294.655853,59.183079,59.208771,59.353043,59.35598,59.372726,59.388607,59.364235,59.382988,59.437893,59.549858,296.35437,296.009308,295.892792,297.34082,298.040222,299.700867,300.394806,300.310242,299.888672,300.698975,255.845535,254.998245,256.515503,258.885742,259.403717,258.156311,256.327271,253.900558,251.174072,250.903885,63.340366,63.285854,63.456532,63.655792,63.774612,63.928062,63.866508,63.728245,63.522236,63.541653,413.823975,413.555359,415.277222,416.893005,416.785156,416.74115,417.872711,420.218353,422.243164,424.065643,324.855194,325.006836,325.674347,326.315491,326.411865,325.904907,325.805481,326.033936,326.30603,326.282562,56.350086,56.32383,56.488457,56.486965,56.455654,56.281639,56.034119,55.832802,55.779476,55.905113,370.142883,370.232025,369.874939,370.526611,370.517395,372.457916,373.692657,374.48584,374.389771,374.826599,238.123779,238.431122,239.213287,239.465912,238.20697,237.473938,236.564941,237.058044,239.632141,240.427429,68.047012,68.11084,68.252029,68.263214,68.183067,68.373199,68.372467,68.478134,68.624802,68.610229,459.118103,458.942444,460.196045,461.526611,461.368317,461.588226,462.619385,463.999695,465.136902,466.764221,308.559814,308.794922,309.140503,309.59256,309.728821,309.561523,309.59668,309.482727,309.364044,309.15564,56.870365,56.862576,57.007507,56.998707,57.031166,57.025436,56.966881,57.117367,57.332977,57.394375,2
