@relation dataset-weka.filters.unsupervised.attribute.AddValues-C154-L5-weka.filters.unsupervised.attribute.AddValues-C154-L6

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute inputs-133 numeric
@attribute inputs-134 numeric
@attribute inputs-135 numeric
@attribute inputs-136 numeric
@attribute inputs-137 numeric
@attribute inputs-138 numeric
@attribute inputs-139 numeric
@attribute inputs-140 numeric
@attribute inputs-141 numeric
@attribute inputs-142 numeric
@attribute inputs-143 numeric
@attribute inputs-144 numeric
@attribute inputs-145 numeric
@attribute inputs-146 numeric
@attribute inputs-147 numeric
@attribute inputs-148 numeric
@attribute inputs-149 numeric
@attribute inputs-150 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1654,'2019/01/31 22:43:45:292',28,438.939545,436.829865,436.305389,436.139343,436.085022,436.208801,436.283966,436.239319,436.164276,436.240509,247.976181,248.39505,248.434631,248.357391,248.235764,248.155685,248.476898,248.770447,249.569382,250.116974,47.03656,46.935349,46.864594,46.799995,46.750599,46.705391,46.697712,46.70195,46.716553,46.715504,510.081787,507.25885,506.997711,507.697266,508.558899,510.646271,511.864166,512.16626,512.144653,512.122864,183.306946,184.372864,184.611511,184.652008,184.559418,184.731262,184.903992,185.126984,185.074982,185.064728,57.910797,58.024632,57.896652,57.736557,57.611046,57.523563,57.480881,57.511333,57.44812,57.424049,448.881836,446.83606,446.407104,446.451355,446.574524,447.235199,447.733368,447.759308,447.631195,447.506012,256.864716,257.553345,257.805054,257.846313,257.691772,257.544495,257.511566,257.483246,257.441345,257.423767,46.510616,46.4193,46.367393,46.304504,46.249187,46.163536,46.11993,46.124252,46.112221,46.116833,464.429199,462.245422,461.866852,461.997864,462.13739,462.585114,463.056427,463.203583,463.322266,463.359741,269.964111,270.722229,271.054779,271.174194,271.099976,271.047607,271.096375,271.191925,271.221313,271.251495,47.682274,47.585739,47.510277,47.426605,47.358513,47.267075,47.210808,47.183453,47.149338,47.13974,485.135895,482.716888,482.425659,482.663208,482.828156,483.172455,483.60321,483.710297,483.865234,483.933441,275.724304,276.52655,276.832214,276.920227,276.861023,276.889038,276.981812,277.105896,277.10907,277.134094,49.475266,49.400715,49.292831,49.177258,49.09164,49.000683,48.938412,48.909935,48.878323,48.865879,1
1655,'2019/01/31 22:43:45:343',28,436.829865,436.305389,436.139343,436.085022,436.208801,436.283966,436.239319,436.164276,436.240509,436.401764,248.39505,248.434631,248.357391,248.235764,248.155685,248.476898,248.770447,249.569382,250.116974,250.557236,46.935349,46.864594,46.799995,46.750599,46.705391,46.697712,46.70195,46.716553,46.715504,46.700447,507.25885,506.997711,507.697266,508.558899,510.646271,511.864166,512.16626,512.144653,512.122864,512.083496,184.372864,184.611511,184.652008,184.559418,184.731262,184.903992,185.126984,185.074982,185.064728,185.086365,58.024632,57.896652,57.736557,57.611046,57.523563,57.480881,57.511333,57.44812,57.424049,57.424141,446.83606,446.407104,446.451355,446.574524,447.235199,447.733368,447.759308,447.631195,447.506012,447.464264,257.553345,257.805054,257.846313,257.691772,257.544495,257.511566,257.483246,257.441345,257.423767,257.410706,46.4193,46.367393,46.304504,46.249187,46.163536,46.11993,46.124252,46.112221,46.116833,46.117958,462.245422,461.866852,461.997864,462.13739,462.585114,463.056427,463.203583,463.322266,463.359741,463.389893,270.722229,271.054779,271.174194,271.099976,271.047607,271.096375,271.191925,271.221313,271.251495,271.273376,47.585739,47.510277,47.426605,47.358513,47.267075,47.210808,47.183453,47.149338,47.13974,47.132248,482.716888,482.425659,482.663208,482.828156,483.172455,483.60321,483.710297,483.865234,483.933441,483.988892,276.52655,276.832214,276.920227,276.861023,276.889038,276.981812,277.105896,277.10907,277.134094,277.169647,49.400715,49.292831,49.177258,49.09164,49.000683,48.938412,48.909935,48.878323,48.865879,48.853401,1
1656,'2019/01/31 22:43:45:394',28,436.305389,436.139343,436.085022,436.208801,436.283966,436.239319,436.164276,436.240509,436.401764,436.798248,248.434631,248.357391,248.235764,248.155685,248.476898,248.770447,249.569382,250.116974,250.557236,250.927383,46.864594,46.799995,46.750599,46.705391,46.697712,46.70195,46.716553,46.715504,46.700447,46.656021,506.997711,507.697266,508.558899,510.646271,511.864166,512.16626,512.144653,512.122864,512.083496,512.185913,184.611511,184.652008,184.559418,184.731262,184.903992,185.126984,185.074982,185.064728,185.086365,184.894836,57.896652,57.736557,57.611046,57.523563,57.480881,57.511333,57.44812,57.424049,57.424141,57.326145,446.407104,446.451355,446.574524,447.235199,447.733368,447.759308,447.631195,447.506012,447.464264,447.654572,257.805054,257.846313,257.691772,257.544495,257.511566,257.483246,257.441345,257.423767,257.410706,257.386749,46.367393,46.304504,46.249187,46.163536,46.11993,46.124252,46.112221,46.116833,46.117958,46.082317,461.866852,461.997864,462.13739,462.585114,463.056427,463.203583,463.322266,463.359741,463.389893,463.639038,271.054779,271.174194,271.099976,271.047607,271.096375,271.191925,271.221313,271.251495,271.273376,271.239746,47.510277,47.426605,47.358513,47.267075,47.210808,47.183453,47.149338,47.13974,47.132248,47.104355,482.425659,482.663208,482.828156,483.172455,483.60321,483.710297,483.865234,483.933441,483.988892,484.304199,276.832214,276.920227,276.861023,276.889038,276.981812,277.105896,277.10907,277.134094,277.169647,277.129578,49.292831,49.177258,49.09164,49.000683,48.938412,48.909935,48.878323,48.865879,48.853401,48.814529,1
1657,'2019/01/31 22:43:45:442',28,436.139343,436.085022,436.208801,436.283966,436.239319,436.164276,436.240509,436.401764,436.798248,437.244995,248.357391,248.235764,248.155685,248.476898,248.770447,249.569382,250.116974,250.557236,250.927383,251.591019,46.799995,46.750599,46.705391,46.697712,46.70195,46.716553,46.715504,46.700447,46.656021,46.638008,507.697266,508.558899,510.646271,511.864166,512.16626,512.144653,512.122864,512.083496,512.185913,511.738892,184.652008,184.559418,184.731262,184.903992,185.126984,185.074982,185.064728,185.086365,184.894836,184.797791,57.736557,57.611046,57.523563,57.480881,57.511333,57.44812,57.424049,57.424141,57.326145,57.280617,446.451355,446.574524,447.235199,447.733368,447.759308,447.631195,447.506012,447.464264,447.654572,447.619141,257.846313,257.691772,257.544495,257.511566,257.483246,257.441345,257.423767,257.410706,257.386749,257.408203,46.304504,46.249187,46.163536,46.11993,46.124252,46.112221,46.116833,46.117958,46.082317,46.054493,461.997864,462.13739,462.585114,463.056427,463.203583,463.322266,463.359741,463.389893,463.639038,463.70108,271.174194,271.099976,271.047607,271.096375,271.191925,271.221313,271.251495,271.273376,271.239746,271.255371,47.426605,47.358513,47.267075,47.210808,47.183453,47.149338,47.13974,47.132248,47.104355,47.078522,482.663208,482.828156,483.172455,483.60321,483.710297,483.865234,483.933441,483.988892,484.304199,484.441589,276.920227,276.861023,276.889038,276.981812,277.105896,277.10907,277.134094,277.169647,277.129578,277.152222,49.177258,49.09164,49.000683,48.938412,48.909935,48.878323,48.865879,48.853401,48.814529,48.774376,1
1658,'2019/01/31 22:43:45:496',28,436.085022,436.208801,436.283966,436.239319,436.164276,436.240509,436.401764,436.798248,437.244995,437.692871,248.235764,248.155685,248.476898,248.770447,249.569382,250.116974,250.557236,250.927383,251.591019,252.144897,46.750599,46.705391,46.697712,46.70195,46.716553,46.715504,46.700447,46.656021,46.638008,46.609489,508.558899,510.646271,511.864166,512.16626,512.144653,512.122864,512.083496,512.185913,511.738892,510.627502,184.559418,184.731262,184.903992,185.126984,185.074982,185.064728,185.086365,184.894836,184.797791,184.463837,57.611046,57.523563,57.480881,57.511333,57.44812,57.424049,57.424141,57.326145,57.280617,57.19659,446.574524,447.235199,447.733368,447.759308,447.631195,447.506012,447.464264,447.654572,447.619141,447.468719,257.691772,257.544495,257.511566,257.483246,257.441345,257.423767,257.410706,257.386749,257.408203,257.342438,46.249187,46.163536,46.11993,46.124252,46.112221,46.116833,46.117958,46.082317,46.054493,46.016552,462.13739,462.585114,463.056427,463.203583,463.322266,463.359741,463.389893,463.639038,463.70108,463.622528,271.099976,271.047607,271.096375,271.191925,271.221313,271.251495,271.273376,271.239746,271.255371,271.173706,47.358513,47.267075,47.210808,47.183453,47.149338,47.13974,47.132248,47.104355,47.078522,47.051559,482.828156,483.172455,483.60321,483.710297,483.865234,483.933441,483.988892,484.304199,484.441589,484.413177,276.861023,276.889038,276.981812,277.105896,277.10907,277.134094,277.169647,277.129578,277.152222,277.035156,49.09164,49.000683,48.938412,48.909935,48.878323,48.865879,48.853401,48.814529,48.774376,48.753578,1
1659,'2019/01/31 22:43:45:542',28,436.208801,436.283966,436.239319,436.164276,436.240509,436.401764,436.798248,437.244995,437.692871,438.307678,248.155685,248.476898,248.770447,249.569382,250.116974,250.557236,250.927383,251.591019,252.144897,252.743088,46.705391,46.697712,46.70195,46.716553,46.715504,46.700447,46.656021,46.638008,46.609489,46.588749,510.646271,511.864166,512.16626,512.144653,512.122864,512.083496,512.185913,511.738892,510.627502,509.361969,184.731262,184.903992,185.126984,185.074982,185.064728,185.086365,184.894836,184.797791,184.463837,183.916595,57.523563,57.480881,57.511333,57.44812,57.424049,57.424141,57.326145,57.280617,57.19659,57.041298,447.235199,447.733368,447.759308,447.631195,447.506012,447.464264,447.654572,447.619141,447.468719,447.330414,257.544495,257.511566,257.483246,257.441345,257.423767,257.410706,257.386749,257.408203,257.342438,257.33252,46.163536,46.11993,46.124252,46.112221,46.116833,46.117958,46.082317,46.054493,46.016552,45.942314,462.585114,463.056427,463.203583,463.322266,463.359741,463.389893,463.639038,463.70108,463.622528,463.554138,271.047607,271.096375,271.191925,271.221313,271.251495,271.273376,271.239746,271.255371,271.173706,271.038849,47.267075,47.210808,47.183453,47.149338,47.13974,47.132248,47.104355,47.078522,47.051559,47.030388,483.172455,483.60321,483.710297,483.865234,483.933441,483.988892,484.304199,484.441589,484.413177,484.416229,276.889038,276.981812,277.105896,277.10907,277.134094,277.169647,277.129578,277.152222,277.035156,276.887024,49.000683,48.938412,48.909935,48.878323,48.865879,48.853401,48.814529,48.774376,48.753578,48.737297,1
1660,'2019/01/31 22:43:45:592',28,436.283966,436.239319,436.164276,436.240509,436.401764,436.798248,437.244995,437.692871,438.307678,438.519684,248.476898,248.770447,249.569382,250.116974,250.557236,250.927383,251.591019,252.144897,252.743088,252.945129,46.697712,46.70195,46.716553,46.715504,46.700447,46.656021,46.638008,46.609489,46.588749,46.568237,511.864166,512.16626,512.144653,512.122864,512.083496,512.185913,511.738892,510.627502,509.361969,508.517822,184.903992,185.126984,185.074982,185.064728,185.086365,184.894836,184.797791,184.463837,183.916595,183.623169,57.480881,57.511333,57.44812,57.424049,57.424141,57.326145,57.280617,57.19659,57.041298,56.955334,447.733368,447.759308,447.631195,447.506012,447.464264,447.654572,447.619141,447.468719,447.330414,447.256653,257.511566,257.483246,257.441345,257.423767,257.410706,257.386749,257.408203,257.342438,257.33252,257.420227,46.11993,46.124252,46.112221,46.116833,46.117958,46.082317,46.054493,46.016552,45.942314,45.873875,463.056427,463.203583,463.322266,463.359741,463.389893,463.639038,463.70108,463.622528,463.554138,463.526398,271.096375,271.191925,271.221313,271.251495,271.273376,271.239746,271.255371,271.173706,271.038849,270.979675,47.210808,47.183453,47.149338,47.13974,47.132248,47.104355,47.078522,47.051559,47.030388,47.012802,483.60321,483.710297,483.865234,483.933441,483.988892,484.304199,484.441589,484.413177,484.416229,484.424561,276.981812,277.105896,277.10907,277.134094,277.169647,277.129578,277.152222,277.035156,276.887024,276.823975,48.938412,48.909935,48.878323,48.865879,48.853401,48.814529,48.774376,48.753578,48.737297,48.731705,1
1661,'2019/01/31 22:43:45:642',28,436.239319,436.164276,436.240509,436.401764,436.798248,437.244995,437.692871,438.307678,438.519684,438.736145,248.770447,249.569382,250.116974,250.557236,250.927383,251.591019,252.144897,252.743088,252.945129,253.10936,46.70195,46.716553,46.715504,46.700447,46.656021,46.638008,46.609489,46.588749,46.568237,46.568508,512.16626,512.144653,512.122864,512.083496,512.185913,511.738892,510.627502,509.361969,508.517822,507.619385,185.126984,185.074982,185.064728,185.086365,184.894836,184.797791,184.463837,183.916595,183.623169,183.128876,57.511333,57.44812,57.424049,57.424141,57.326145,57.280617,57.19659,57.041298,56.955334,56.820107,447.759308,447.631195,447.506012,447.464264,447.654572,447.619141,447.468719,447.330414,447.256653,447.18924,257.483246,257.441345,257.423767,257.410706,257.386749,257.408203,257.342438,257.33252,257.420227,257.404358,46.124252,46.112221,46.116833,46.117958,46.082317,46.054493,46.016552,45.942314,45.873875,45.833294,463.203583,463.322266,463.359741,463.389893,463.639038,463.70108,463.622528,463.554138,463.526398,463.543152,271.191925,271.221313,271.251495,271.273376,271.239746,271.255371,271.173706,271.038849,270.979675,270.848572,47.183453,47.149338,47.13974,47.132248,47.104355,47.078522,47.051559,47.030388,47.012802,47.012474,483.710297,483.865234,483.933441,483.988892,484.304199,484.441589,484.413177,484.416229,484.424561,484.497437,277.105896,277.10907,277.134094,277.169647,277.129578,277.152222,277.035156,276.887024,276.823975,276.69162,48.909935,48.878323,48.865879,48.853401,48.814529,48.774376,48.753578,48.737297,48.731705,48.747845,1
1662,'2019/01/31 22:43:45:692',28,436.164276,436.240509,436.401764,436.798248,437.244995,437.692871,438.307678,438.519684,438.736145,438.867981,249.569382,250.116974,250.557236,250.927383,251.591019,252.144897,252.743088,252.945129,253.10936,253.202774,46.716553,46.715504,46.700447,46.656021,46.638008,46.609489,46.588749,46.568237,46.568508,46.577053,512.144653,512.122864,512.083496,512.185913,511.738892,510.627502,509.361969,508.517822,507.619385,507.372498,185.074982,185.064728,185.086365,184.894836,184.797791,184.463837,183.916595,183.623169,183.128876,183.056915,57.44812,57.424049,57.424141,57.326145,57.280617,57.19659,57.041298,56.955334,56.820107,56.795105,447.631195,447.506012,447.464264,447.654572,447.619141,447.468719,447.330414,447.256653,447.18924,447.196655,257.441345,257.423767,257.410706,257.386749,257.408203,257.342438,257.33252,257.420227,257.404358,257.48468,46.112221,46.116833,46.117958,46.082317,46.054493,46.016552,45.942314,45.873875,45.833294,45.811516,463.322266,463.359741,463.389893,463.639038,463.70108,463.622528,463.554138,463.526398,463.543152,463.551697,271.221313,271.251495,271.273376,271.239746,271.255371,271.173706,271.038849,270.979675,270.848572,270.854187,47.149338,47.13974,47.132248,47.104355,47.078522,47.051559,47.030388,47.012802,47.012474,47.011524,483.865234,483.933441,483.988892,484.304199,484.441589,484.413177,484.416229,484.424561,484.497437,484.559784,277.10907,277.134094,277.169647,277.129578,277.152222,277.035156,276.887024,276.823975,276.69162,276.749908,48.878323,48.865879,48.853401,48.814529,48.774376,48.753578,48.737297,48.731705,48.747845,48.751583,1
1663,'2019/01/31 22:43:45:745',28,436.240509,436.401764,436.798248,437.244995,437.692871,438.307678,438.519684,438.736145,438.867981,439.013947,250.116974,250.557236,250.927383,251.591019,252.144897,252.743088,252.945129,253.10936,253.202774,253.249252,46.715504,46.700447,46.656021,46.638008,46.609489,46.588749,46.568237,46.568508,46.577053,46.582748,512.122864,512.083496,512.185913,511.738892,510.627502,509.361969,508.517822,507.619385,507.372498,507.2323,185.064728,185.086365,184.894836,184.797791,184.463837,183.916595,183.623169,183.128876,183.056915,183.04422,57.424049,57.424141,57.326145,57.280617,57.19659,57.041298,56.955334,56.820107,56.795105,56.785664,447.506012,447.464264,447.654572,447.619141,447.468719,447.330414,447.256653,447.18924,447.196655,447.293427,257.423767,257.410706,257.386749,257.408203,257.342438,257.33252,257.420227,257.404358,257.48468,257.630615,46.116833,46.117958,46.082317,46.054493,46.016552,45.942314,45.873875,45.833294,45.811516,45.779072,463.359741,463.389893,463.639038,463.70108,463.622528,463.554138,463.526398,463.543152,463.551697,463.569794,271.251495,271.273376,271.239746,271.255371,271.173706,271.038849,270.979675,270.848572,270.854187,270.8797,47.13974,47.132248,47.104355,47.078522,47.051559,47.030388,47.012802,47.012474,47.011524,47.010822,483.933441,483.988892,484.304199,484.441589,484.413177,484.416229,484.424561,484.497437,484.559784,484.587341,277.134094,277.169647,277.129578,277.152222,277.035156,276.887024,276.823975,276.69162,276.749908,276.829468,48.865879,48.853401,48.814529,48.774376,48.753578,48.737297,48.731705,48.747845,48.751583,48.762379,1
1664,'2019/01/31 22:43:45:792',28,436.401764,436.798248,437.244995,437.692871,438.307678,438.519684,438.736145,438.867981,439.013947,439.496857,250.557236,250.927383,251.591019,252.144897,252.743088,252.945129,253.10936,253.202774,253.249252,253.418533,46.700447,46.656021,46.638008,46.609489,46.588749,46.568237,46.568508,46.577053,46.582748,46.601341,512.083496,512.185913,511.738892,510.627502,509.361969,508.517822,507.619385,507.372498,507.2323,507.807678,185.086365,184.894836,184.797791,184.463837,183.916595,183.623169,183.128876,183.056915,183.04422,183.242188,57.424141,57.326145,57.280617,57.19659,57.041298,56.955334,56.820107,56.795105,56.785664,56.804863,447.464264,447.654572,447.619141,447.468719,447.330414,447.256653,447.18924,447.196655,447.293427,447.730072,257.410706,257.386749,257.408203,257.342438,257.33252,257.420227,257.404358,257.48468,257.630615,257.796844,46.117958,46.082317,46.054493,46.016552,45.942314,45.873875,45.833294,45.811516,45.779072,45.803886,463.389893,463.639038,463.70108,463.622528,463.554138,463.526398,463.543152,463.551697,463.569794,464.042816,271.273376,271.239746,271.255371,271.173706,271.038849,270.979675,270.848572,270.854187,270.8797,271.058594,47.132248,47.104355,47.078522,47.051559,47.030388,47.012802,47.012474,47.011524,47.010822,47.024899,483.988892,484.304199,484.441589,484.413177,484.416229,484.424561,484.497437,484.559784,484.587341,485.120667,277.169647,277.129578,277.152222,277.035156,276.887024,276.823975,276.69162,276.749908,276.829468,277.054047,48.853401,48.814529,48.774376,48.753578,48.737297,48.731705,48.747845,48.751583,48.762379,48.774075,1
1665,'2019/01/31 22:43:45:842',28,436.798248,437.244995,437.692871,438.307678,438.519684,438.736145,438.867981,439.013947,439.496857,440.172424,250.927383,251.591019,252.144897,252.743088,252.945129,253.10936,253.202774,253.249252,253.418533,253.657654,46.656021,46.638008,46.609489,46.588749,46.568237,46.568508,46.577053,46.582748,46.601341,46.615871,512.185913,511.738892,510.627502,509.361969,508.517822,507.619385,507.372498,507.2323,507.807678,508.707703,184.894836,184.797791,184.463837,183.916595,183.623169,183.128876,183.056915,183.04422,183.242188,183.669342,57.326145,57.280617,57.19659,57.041298,56.955334,56.820107,56.795105,56.785664,56.804863,56.891911,447.654572,447.619141,447.468719,447.330414,447.256653,447.18924,447.196655,447.293427,447.730072,448.448486,257.386749,257.408203,257.342438,257.33252,257.420227,257.404358,257.48468,257.630615,257.796844,258.089417,46.082317,46.054493,46.016552,45.942314,45.873875,45.833294,45.811516,45.779072,45.803886,45.846985,463.639038,463.70108,463.622528,463.554138,463.526398,463.543152,463.551697,463.569794,464.042816,464.817444,271.239746,271.255371,271.173706,271.038849,270.979675,270.848572,270.854187,270.8797,271.058594,271.359406,47.104355,47.078522,47.051559,47.030388,47.012802,47.012474,47.011524,47.010822,47.024899,47.048828,484.304199,484.441589,484.413177,484.416229,484.424561,484.497437,484.559784,484.587341,485.120667,485.976196,277.129578,277.152222,277.035156,276.887024,276.823975,276.69162,276.749908,276.829468,277.054047,277.37381,48.814529,48.774376,48.753578,48.737297,48.731705,48.747845,48.751583,48.762379,48.774075,48.780876,1
1666,'2019/01/31 22:43:45:892',28,437.244995,437.692871,438.307678,438.519684,438.736145,438.867981,439.013947,439.496857,440.172424,440.83078,251.591019,252.144897,252.743088,252.945129,253.10936,253.202774,253.249252,253.418533,253.657654,253.731247,46.638008,46.609489,46.588749,46.568237,46.568508,46.577053,46.582748,46.601341,46.615871,46.625507,511.738892,510.627502,509.361969,508.517822,507.619385,507.372498,507.2323,507.807678,508.707703,509.511932,184.797791,184.463837,183.916595,183.623169,183.128876,183.056915,183.04422,183.242188,183.669342,183.860321,57.280617,57.19659,57.041298,56.955334,56.820107,56.795105,56.785664,56.804863,56.891911,56.964352,447.619141,447.468719,447.330414,447.256653,447.18924,447.196655,447.293427,447.730072,448.448486,449.194489,257.408203,257.342438,257.33252,257.420227,257.404358,257.48468,257.630615,257.796844,258.089417,258.202271,46.054493,46.016552,45.942314,45.873875,45.833294,45.811516,45.779072,45.803886,45.846985,45.880463,463.70108,463.622528,463.554138,463.526398,463.543152,463.551697,463.569794,464.042816,464.817444,465.593506,271.255371,271.173706,271.038849,270.979675,270.848572,270.854187,270.8797,271.058594,271.359406,271.465881,47.078522,47.051559,47.030388,47.012802,47.012474,47.011524,47.010822,47.024899,47.048828,47.074902,484.441589,484.413177,484.416229,484.424561,484.497437,484.559784,484.587341,485.120667,485.976196,486.82019,277.152222,277.035156,276.887024,276.823975,276.69162,276.749908,276.829468,277.054047,277.37381,277.493896,48.774376,48.753578,48.737297,48.731705,48.747845,48.751583,48.762379,48.774075,48.780876,48.791683,1
1667,'2019/01/31 22:43:45:943',28,437.692871,438.307678,438.519684,438.736145,438.867981,439.013947,439.496857,440.172424,440.83078,441.209717,252.144897,252.743088,252.945129,253.10936,253.202774,253.249252,253.418533,253.657654,253.731247,253.711105,46.609489,46.588749,46.568237,46.568508,46.577053,46.582748,46.601341,46.615871,46.625507,46.62838,510.627502,509.361969,508.517822,507.619385,507.372498,507.2323,507.807678,508.707703,509.511932,509.978455,184.463837,183.916595,183.623169,183.128876,183.056915,183.04422,183.242188,183.669342,183.860321,183.848877,57.19659,57.041298,56.955334,56.820107,56.795105,56.785664,56.804863,56.891911,56.964352,56.995747,447.468719,447.330414,447.256653,447.18924,447.196655,447.293427,447.730072,448.448486,449.194489,449.659637,257.342438,257.33252,257.420227,257.404358,257.48468,257.630615,257.796844,258.089417,258.202271,258.15271,46.016552,45.942314,45.873875,45.833294,45.811516,45.779072,45.803886,45.846985,45.880463,45.876373,463.622528,463.554138,463.526398,463.543152,463.551697,463.569794,464.042816,464.817444,465.593506,466.002686,271.173706,271.038849,270.979675,270.848572,270.854187,270.8797,271.058594,271.359406,271.465881,271.397919,47.051559,47.030388,47.012802,47.012474,47.011524,47.010822,47.024899,47.048828,47.074902,47.077911,484.413177,484.416229,484.424561,484.497437,484.559784,484.587341,485.120667,485.976196,486.82019,487.256531,277.035156,276.887024,276.823975,276.69162,276.749908,276.829468,277.054047,277.37381,277.493896,277.431763,48.753578,48.737297,48.731705,48.747845,48.751583,48.762379,48.774075,48.780876,48.791683,48.786655,1
1668,'2019/01/31 22:43:45:994',28,438.307678,438.519684,438.736145,438.867981,439.013947,439.496857,440.172424,440.83078,441.209717,441.519501,252.743088,252.945129,253.10936,253.202774,253.249252,253.418533,253.657654,253.731247,253.711105,253.745468,46.588749,46.568237,46.568508,46.577053,46.582748,46.601341,46.615871,46.625507,46.62838,46.627365,509.361969,508.517822,507.619385,507.372498,507.2323,507.807678,508.707703,509.511932,509.978455,510.558044,183.916595,183.623169,183.128876,183.056915,183.04422,183.242188,183.669342,183.860321,183.848877,183.8349,57.041298,56.955334,56.820107,56.795105,56.785664,56.804863,56.891911,56.964352,56.995747,57.021122,447.330414,447.256653,447.18924,447.196655,447.293427,447.730072,448.448486,449.194489,449.659637,450.107239,257.33252,257.420227,257.404358,257.48468,257.630615,257.796844,258.089417,258.202271,258.15271,258.085999,45.942314,45.873875,45.833294,45.811516,45.779072,45.803886,45.846985,45.880463,45.876373,45.864792,463.554138,463.526398,463.543152,463.551697,463.569794,464.042816,464.817444,465.593506,466.002686,466.38324,271.038849,270.979675,270.848572,270.854187,270.8797,271.058594,271.359406,271.465881,271.397919,271.313293,47.030388,47.012802,47.012474,47.011524,47.010822,47.024899,47.048828,47.074902,47.077911,47.076923,484.416229,484.424561,484.497437,484.559784,484.587341,485.120667,485.976196,486.82019,487.256531,487.690887,276.887024,276.823975,276.69162,276.749908,276.829468,277.054047,277.37381,277.493896,277.431763,277.359314,48.737297,48.731705,48.747845,48.751583,48.762379,48.774075,48.780876,48.791683,48.786655,48.760654,1
