@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric

@data
3151,'2019/01/31 12:17:21:576',45,421.375702,335.004944,43.790634,299.12616,260.402649,57.29134,352.349396,280.838165,65.813896,398.769745,300.230896,66.879311,472.88092,319.458862,64.302917,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3152,'2019/01/31 12:17:21:627',45,418.833679,334.606628,43.574566,303.569031,258.018921,57.405247,354.57019,280.081543,65.82386,398.680786,301.028198,66.762939,471.025604,321.521729,64.143753,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3153,'2019/01/31 12:17:21:675',45,417.070282,333.842712,43.257931,308.011536,256.087982,57.474751,356.726593,279.544495,65.777519,398.457062,301.842773,66.571548,468.984131,323.430603,63.914429,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3154,'2019/01/31 12:17:21:725',45,415.168976,333.035034,42.870678,312.371826,254.698639,57.593533,359.086395,279.495239,65.728035,398.391418,302.792419,66.327713,467.154022,325.114441,63.595562,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3155,'2019/01/31 12:17:21:779',45,414.46814,332.562988,42.695122,315.717651,254.091721,57.794205,360.826965,279.524323,65.758286,398.23703,303.440186,66.188141,465.968262,325.978943,63.434296,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3156,'2019/01/31 12:17:21:825',45,414.146545,331.730286,42.476212,319.829681,253.258026,58.011505,363.297791,279.346741,65.823158,397.846039,303.86322,66.049736,464.250275,326.914948,63.277733,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3157,'2019/01/31 12:17:21:877',45,413.142517,330.813843,42.309387,322.921478,252.610138,58.281906,365.472687,279.612885,65.935776,398.099548,304.387634,65.957733,463.164734,327.488098,63.118736,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3158,'2019/01/31 12:17:21:929',45,410.422852,328.588989,42.11092,325.58551,251.597305,58.852013,367.145386,280.184326,66.219139,398.20166,305.253906,65.948463,461.673187,328.554871,62.876553,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3159,'2019/01/31 12:17:21:976',45,408.377594,325.900146,41.886612,328.043915,251.361618,59.516178,367.847473,281.326996,66.527138,397.473419,306.859497,65.931969,459.826569,330.503815,62.596275,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3160,'2019/01/31 12:17:22:028',45,405.827515,325.404694,41.90414,329.518311,251.396774,59.817646,368.930817,281.710083,66.715393,397.608246,307.485107,65.982391,459.330475,331.5802,62.522476,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3161,'2019/01/31 12:17:22:077',45,404.729645,325.517517,42.042137,330.027161,251.598129,59.972069,369.856659,281.691925,66.876038,398.274658,307.495422,66.098587,459.963806,331.721497,62.626266,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3162,'2019/01/31 12:17:22:128',45,405.595032,325.84137,42.184715,329.693146,252.020905,60.012127,370.299835,281.73877,66.975922,399.534698,307.263733,66.217354,461.603119,331.224304,62.800957,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3163,'2019/01/31 12:17:22:176',45,406.521942,326.387024,42.295227,328.932251,252.6073,60.003181,370.740326,281.834473,67.026451,400.965149,306.986755,66.307594,463.45932,330.6073,62.925671,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3164,'2019/01/31 12:17:22:225',45,408.370026,327.892792,42.537392,326.678345,254.140915,59.941532,371.063263,282.186707,67.103958,402.80719,306.790466,66.47377,466.566437,329.639709,63.164722,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3165,'2019/01/31 12:17:22:278',45,410.256958,330.737183,43.157726,322.548096,256.193237,59.899765,371.124634,282.096588,67.321777,405.504089,305.964478,66.87571,470.968262,327.806,63.669277,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3166,'2019/01/31 12:17:22:326',45,411.394623,332.625977,43.545094,320.517883,256.480103,59.614826,370.731537,281.522339,67.321007,406.312317,305.288025,67.033058,472.488068,326.8797,63.989326,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3167,'2019/01/31 12:17:22:376',45,413.120117,334.69574,44.08358,316.245636,257.164429,59.254131,368.89505,280.348297,67.337715,406.326569,304.268768,67.262405,473.991089,325.238037,64.436005,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3168,'2019/01/31 12:17:22:425',45,414.465149,336.290466,44.530727,312.183014,258.13858,58.936272,366.978027,279.54837,67.297615,406.888916,303.131805,67.438698,475.764343,323.515991,64.753654,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3169,'2019/01/31 12:17:22:476',45,418.205475,338.643433,45.088287,308.730804,260.076111,58.476425,365.72702,278.565308,67.142197,407.811493,301.283875,67.565117,478.513245,320.817078,65.117973,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3170,'2019/01/31 12:17:22:526',45,420.800598,339.733582,45.324913,306.562897,261.598206,58.233822,364.770294,278.421997,67.032433,408.124207,300.184174,67.597588,479.946381,319.233398,65.255493,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3171,'2019/01/31 12:17:22:576',45,425.851105,341.165833,45.625,304.556427,264.096863,57.888084,364.221222,278.384155,66.813438,409.549255,298.759735,67.575226,482.959412,316.031616,65.404266,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3172,'2019/01/31 12:17:22:626',45,431.063019,342.655273,45.983528,302.886444,267.066223,57.577339,363.708618,278.541473,66.588112,410.922882,297.293213,67.566536,485.621094,312.9599,65.551086,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3173,'2019/01/31 12:17:22:675',45,437.17746,344.122681,46.40897,301.525574,270.608276,57.32608,362.84198,279.200562,66.37812,412.044647,295.664368,67.585144,488.238129,309.733765,65.720001,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3174,'2019/01/31 12:17:22:730',45,440.775269,344.974121,46.654503,300.837799,272.924805,57.174141,361.999908,279.982361,66.207947,412.662476,294.587646,67.567589,489.636749,307.808105,65.779282,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3175,'2019/01/31 12:17:22:777',45,444.78656,345.892242,46.975071,300.061096,275.506104,57.074272,361.545288,280.52655,66.091789,413.292877,293.390259,67.564262,491.088715,305.404083,65.843987,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3176,'2019/01/31 12:17:22:827',45,448.086884,346.475037,47.259773,299.677643,277.630432,57.016521,361.066132,280.919678,65.988663,413.737579,292.15625,67.56279,492.114441,303.048706,65.892105,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3177,'2019/01/31 12:17:22:877',45,450.452667,346.673431,47.456699,299.313293,279.2117,56.997234,360.300049,281.260925,65.919151,413.665558,291.084839,67.571609,492.447693,300.962646,65.935318,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3178,'2019/01/31 12:17:22:926',45,453.316223,346.631104,47.687874,298.845245,280.711884,56.968269,359.491516,281.327454,65.846947,413.459534,289.653381,67.569534,492.699524,298.329132,65.971939,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3179,'2019/01/31 12:17:22:978',45,456.559692,346.538452,47.919556,298.367706,282.811096,56.953079,358.33313,281.802612,65.763275,413.271851,288.581787,67.562744,493.057556,296.192169,65.993576,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3180,'2019/01/31 12:17:23:028',45,460.460938,346.325684,48.153221,297.964783,285.148621,56.920761,357.577637,282.280457,65.702087,413.097534,287.656006,67.545685,493.321594,293.966461,66.00399,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3181,'2019/01/31 12:17:23:077',45,467.736176,345.414673,48.406746,297.926697,288.687561,56.846905,356.440369,283.234619,65.577881,412.674469,286.412903,67.477829,493.388214,290.723053,65.977127,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3182,'2019/01/31 12:17:23:126',45,472.403259,344.80069,48.508549,298.056213,291.77652,56.818623,355.462555,284.498474,65.487289,411.953705,286.126678,67.421974,492.919769,289.033356,65.949104,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3183,'2019/01/31 12:17:23:176',45,476.537964,344.097961,48.600113,298.407959,294.274597,56.736649,354.455719,285.388245,65.368492,410.900604,285.638458,67.34594,491.751251,287.100159,65.924225,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3184,'2019/01/31 12:17:23:226',45,486.245117,342.491058,48.831406,298.784485,296.314758,56.691719,353.550507,286.18988,65.279854,409.522766,285.233398,67.287827,490.24292,285.511047,65.900208,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3185,'2019/01/31 12:17:23:275',45,492.03598,341.394501,48.839199,299.641907,298.239441,56.703239,353.227417,286.957245,65.216377,408.629974,284.592407,67.212769,489.307007,284.169067,65.831566,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3186,'2019/01/31 12:17:23:327',45,496.845367,340.63913,48.789856,301.039307,299.693298,56.687798,353.117035,287.205627,65.098969,408.631927,284.284637,67.103539,488.898163,283.018829,65.695259,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3187,'2019/01/31 12:17:23:377',45,501.235474,340.102356,48.697704,302.442047,300.762756,56.651695,353.372162,287.513245,64.98967,408.818054,284.335205,67.004509,488.907959,282.416931,65.582329,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3188,'2019/01/31 12:17:23:430',45,504.060822,339.650208,48.573322,303.657623,301.426971,56.619213,353.446686,287.60495,64.891182,408.808533,284.32196,66.93071,488.758911,281.776886,65.502754,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3189,'2019/01/31 12:17:23:476',45,505.7659,339.507446,48.558708,304.165405,301.582855,56.641449,353.351898,287.516663,64.848335,408.663818,284.035706,66.893417,488.655731,281.3396,65.461426,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3190,'2019/01/31 12:17:23:527',45,507.172028,339.363831,48.542271,304.467285,301.609344,56.653801,353.306396,287.361969,64.815338,408.650299,283.474304,66.853142,488.654938,281.083221,65.430557,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3191,'2019/01/31 12:17:23:575',45,507.914093,339.282898,48.518375,304.621796,301.567688,56.659065,353.286896,287.280731,64.793419,408.634399,283.420593,66.8367,488.653717,281.026672,65.412384,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3192,'2019/01/31 12:17:23:628',45,508.680664,339.214996,48.478504,304.79248,301.542175,56.65435,353.307251,287.201965,64.76815,408.664978,283.313324,66.81311,488.665161,280.917358,65.382042,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3193,'2019/01/31 12:17:23:676',45,509.945831,338.966492,48.350708,305.059082,301.56134,56.641602,353.432617,286.939331,64.735062,408.895081,283.228485,66.786758,488.840179,280.889862,65.341438,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3194,'2019/01/31 12:17:23:727',45,510.940063,338.681061,48.147789,305.706818,301.560669,56.603554,353.986816,286.697205,64.688049,409.491821,282.915466,66.72905,489.290527,280.961487,65.280167,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3195,'2019/01/31 12:17:23:776',45,511.585266,338.621429,48.059612,306.048035,301.479248,56.598305,354.269684,286.544556,64.661903,409.844666,282.592712,66.690277,489.506226,280.935303,65.239662,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3196,'2019/01/31 12:17:23:827',45,512.338318,338.447693,47.918995,306.595337,301.500153,56.578693,354.79715,286.660706,64.634903,410.423218,282.766357,66.661339,489.885254,281.072449,65.193222,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3197,'2019/01/31 12:17:23:876',45,513.144348,338.363403,47.798073,307.169586,301.519226,56.538021,355.208984,286.695618,64.582001,410.845947,282.786804,66.609665,490.103638,281.12262,65.136284,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3198,'2019/01/31 12:17:23:926',45,513.69928,338.341309,47.734215,307.352722,301.269592,56.491528,355.229919,286.427368,64.517807,410.949921,282.743988,66.563423,490.165894,281.148132,65.094688,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3199,'2019/01/31 12:17:23:975',45,513.745972,338.321777,47.681389,307.22522,300.97052,56.467201,355.046692,286.141174,64.48439,410.815033,282.556122,66.534676,490.040436,281.152405,65.074036,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?
3200,'2019/01/31 12:17:28:978',46,270.797241,369.196899,42.557816,252.689682,297.879639,66.877991,313.542847,269.706909,72.338585,374.536957,264.290283,73.577194,458.481964,265.551025,70.636147,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3201,'2019/01/31 12:17:29:029',46,271.50177,369.543274,42.625252,252.948944,297.807556,66.86441,313.793518,269.729401,72.326111,375.036957,264.490845,73.610893,459.031921,265.674011,70.632584,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3202,'2019/01/31 12:17:29:077',46,271.718506,369.522278,42.628513,253.006653,297.666901,66.852432,313.969849,269.608093,72.312698,375.375793,264.510864,73.628578,459.441132,265.757996,70.638268,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3203,'2019/01/31 12:17:29:127',46,271.971436,369.512482,42.646633,253.145676,297.33548,66.818642,314.316284,269.872162,72.364441,375.777832,264.774231,73.679619,459.835297,265.994476,70.664368,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3204,'2019/01/31 12:17:29:178',46,272.371033,369.462189,42.689758,253.375656,297.124664,66.80024,314.70932,269.925415,72.383972,376.152039,264.727478,73.679871,460.125488,266.258179,70.703423,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3205,'2019/01/31 12:17:29:227',46,272.498352,368.910828,42.674969,254.093277,297.183594,66.853432,315.660614,270.266266,72.47171,377.093597,265.281982,73.776749,460.896912,266.959839,70.798035,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3206,'2019/01/31 12:17:29:277',46,272.702911,368.044312,42.687889,255.419067,297.22937,66.95108,317.353973,270.61084,72.596268,378.693329,265.705322,73.870285,462.272217,267.540955,70.871857,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3207,'2019/01/31 12:17:29:329',46,274.237,367.386414,42.682354,257.588989,297.213226,67.004349,319.68396,270.874268,72.680054,380.98526,266.146973,73.954956,464.119171,267.829163,70.910721,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3208,'2019/01/31 12:17:29:377',46,275.184631,366.919891,42.738968,258.932983,296.999115,67.032623,321.090881,270.870575,72.724586,382.349792,266.129028,73.981186,465.193756,267.782379,70.918915,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3209,'2019/01/31 12:17:29:427',46,275.72229,366.552734,42.79166,259.796844,296.737396,67.049149,321.98114,270.704834,72.739594,383.189484,266.043579,73.996483,466.03595,267.768066,70.935371,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3210,'2019/01/31 12:17:29:478',46,275.876648,365.051086,42.848892,261.398315,295.947784,67.097343,324.01001,270.542114,72.83844,385.107239,265.978271,74.049309,467.713623,267.959229,70.971275,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3211,'2019/01/31 12:17:29:527',46,276.013611,362.194458,42.796535,263.377838,294.946777,67.153755,326.673737,270.459991,73.00663,387.850342,266.44873,74.237488,470.039581,268.99884,71.181732,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3212,'2019/01/31 12:17:29:577',46,275.022339,358.628632,42.632099,265.439026,293.865173,67.242676,329.922302,270.996948,73.285172,391.217529,267.98822,74.564079,473.16156,271.51355,71.546188,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3213,'2019/01/31 12:17:29:627',46,272.750244,354.350037,42.497375,267.490265,292.826172,67.515266,333.829956,272.038391,73.771545,395.238647,270.238953,75.055153,476.759003,275.039948,72.031723,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3214,'2019/01/31 12:17:29:677',46,269.827881,347.258301,42.221954,270.127686,291.453186,67.90168,338.824982,273.833771,74.472206,400.162537,273.963715,75.781586,481.404297,280.344849,72.723167,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3215,'2019/01/31 12:17:29:730',46,267.921295,339.406799,41.898285,272.841156,290.882141,68.254669,343.613007,276.761169,75.14772,404.627289,278.942688,76.453323,485.22821,286.444458,73.299454,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3216,'2019/01/31 12:17:29:779',46,267.169067,335.123505,41.83049,273.913025,290.342285,68.326012,345.529022,278.219574,75.396027,406.237,281.532837,76.716492,486.578003,289.707489,73.549179,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3217,'2019/01/31 12:17:29:828',46,266.291687,329.375153,41.763451,275.102661,289.672333,68.387802,347.224762,280.276703,75.651047,407.468811,284.84668,76.966316,486.827515,294.382996,73.831253,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3218,'2019/01/31 12:17:29:877',46,265.74469,324.082153,41.793354,275.867157,289.132782,68.403954,348.220093,282.013977,75.81591,407.799011,288.204834,77.149094,486.448517,298.748383,74.026245,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3219,'2019/01/31 12:17:29:926',46,265.903259,316.647461,41.6987,277.208771,287.940155,68.522202,349.626465,284.112,76.087997,408.892426,291.716858,77.367409,486.671478,303.503998,74.174812,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3220,'2019/01/31 12:17:29:979',46,266.184448,309.827637,41.597466,277.666565,287.644318,68.526588,349.472595,287.439087,76.226219,408.681335,296.112152,77.43428,485.753845,308.701416,74.160263,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3221,'2019/01/31 12:17:30:028',46,267.237244,301.32785,41.501347,278.044067,287.422302,68.542702,349.501923,290.093994,76.297058,408.092072,300.286011,77.416763,484.263306,313.405945,74.051643,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3222,'2019/01/31 12:17:30:078',46,268.39856,294.922729,41.562485,277.74469,287.343323,68.606018,348.726288,292.412567,76.405739,407.039825,303.520966,77.447784,482.721985,316.713013,74.030899,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3223,'2019/01/31 12:17:30:126',46,272.134705,285.088379,41.741806,278.290344,286.280182,68.744156,348.613556,294.705505,76.577011,406.095428,307.398926,77.497978,480.282562,321.936462,73.945862,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3224,'2019/01/31 12:17:30:180',46,273.818726,280.224915,41.925449,277.805634,286.117981,68.8078,347.493134,296.76709,76.649063,404.811035,310.180054,77.494904,478.337708,325.049927,73.878006,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3225,'2019/01/31 12:17:30:228',46,276.298737,271.204895,42.443405,277.731964,284.315002,69.263046,346.660278,298.498169,77.016342,402.808746,313.768524,77.684845,474.780334,330.060425,73.884201,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3226,'2019/01/31 12:17:30:279',46,281.09024,264.139099,42.850658,278.123566,283.352325,69.43264,345.771912,300.54541,77.136856,400.596039,317.264648,77.651726,471.621704,334.512695,73.693611,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3227,'2019/01/31 12:17:30:327',46,285.182587,259.01651,43.236393,279.158936,282.442535,69.541603,345.231079,302.038605,77.157547,399.093597,319.788391,77.545135,469.331543,337.525574,73.471268,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3228,'2019/01/31 12:17:30:379',46,287.889679,256.209839,43.508305,280.265564,281.85907,69.583557,345.236542,303.153503,77.108849,398.418152,321.664612,77.378548,468.016907,339.677246,73.205521,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3229,'2019/01/31 12:17:30:428',46,289.142517,258.622375,43.712738,281.690582,280.982727,69.546303,344.78894,304.073273,76.999344,396.806763,323.386047,77.17865,465.809509,341.383545,73.015213,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3230,'2019/01/31 12:17:30:477',46,291.046967,256.365662,43.86158,281.749634,280.473816,69.581245,344.320648,304.260193,77.0103,395.798187,323.921387,77.136429,464.797394,341.896637,72.983246,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3231,'2019/01/31 12:17:30:528',46,292.710144,254.281082,44.0037,282.079071,280.08136,69.650131,344.015106,304.587585,77.038055,395.057404,324.431396,77.119659,463.731262,342.688904,72.937973,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3232,'2019/01/31 12:17:30:577',46,294.574188,251.839981,44.03133,282.446838,279.914001,69.759163,344.057587,304.974426,77.119545,394.77182,325.144745,77.15258,463.052979,343.505981,72.942474,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3233,'2019/01/31 12:17:30:627',46,295.124176,251.085663,44.136478,282.515381,279.892792,69.842369,344.354401,305.2901,77.203247,394.859314,325.693268,77.181679,463.025146,344.000488,72.953514,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3234,'2019/01/31 12:17:30:677',46,295.823608,250.681641,44.250431,282.946625,279.862122,69.897438,344.798218,305.442993,77.264099,394.904602,326.197571,77.182968,462.889832,344.559814,72.94931,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3235,'2019/01/31 12:17:30:727',46,296.781189,250.009705,44.310585,283.522034,279.778809,69.902374,345.176483,305.61084,77.252975,394.90741,326.539978,77.128784,462.568237,344.754425,72.906517,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3236,'2019/01/31 12:17:30:776',46,296.472961,250.171021,44.439007,283.937134,279.790588,69.91478,345.577972,305.521393,77.270973,395.12442,326.380127,77.136307,462.733429,344.434937,72.945602,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3237,'2019/01/31 12:17:30:828',46,296.076263,250.735718,44.533287,284.174774,279.779205,69.910126,345.949066,305.391357,77.287132,395.402435,326.080414,77.16153,462.951385,344.187103,72.9813,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3238,'2019/01/31 12:17:30:876',46,296.318939,250.486115,44.529472,284.267303,279.770386,69.911636,346.088745,305.290833,77.294128,395.735779,325.637054,77.201553,463.274597,343.744873,73.027779,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3239,'2019/01/31 12:17:30:927',46,295.934784,250.718567,44.55262,284.186523,279.797363,69.916939,346.350067,305.079956,77.314911,396.323975,325.024475,77.252396,463.837738,343.428162,73.04406,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3240,'2019/01/31 12:17:30:978',46,295.618011,251.195114,44.48946,284.014862,279.814148,69.892075,346.476105,304.843201,77.332458,396.45813,324.772583,77.280853,464.069275,343.063721,73.099747,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3241,'2019/01/31 12:17:31:029',46,294.296875,252.679962,44.483471,283.646271,279.885406,69.848808,346.421051,304.64978,77.33316,396.486847,324.004913,77.325119,464.046722,342.362244,73.172485,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3242,'2019/01/31 12:17:31:080',46,291.900391,255.554199,44.30061,282.28949,280.341522,69.704582,345.68576,304.249634,77.298477,396.115936,322.849182,77.378784,464.191772,340.838379,73.335388,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3243,'2019/01/31 12:17:31:127',46,289.652863,258.579163,43.937279,280.230316,281.632385,69.516495,344.550049,304.132507,77.234184,395.968933,321.698914,77.444534,464.977722,338.885864,73.53553,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3244,'2019/01/31 12:17:31:177',46,284.86499,266.858459,43.402206,276.292511,284.945007,69.213318,342.486359,304.081635,77.192352,395.97934,320.024719,77.662582,466.431122,336.467712,73.938843,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3245,'2019/01/31 12:17:31:227',46,281.812744,272.099854,43.161659,273.44812,287.47644,69.100105,340.76474,304.338715,77.241699,395.711456,319.101379,77.878342,467.234955,334.977539,74.2668,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3246,'2019/01/31 12:17:31:278',46,275.618927,282.116516,42.846317,271.042603,290.662384,69.078201,340.789612,303.646301,77.353058,397.776154,316.457764,78.150841,471.046021,330.505768,74.681671,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3247,'2019/01/31 12:17:31:327',46,273.631348,290.669312,42.571182,270.202667,293.512512,69.025742,341.077423,303.043396,77.385529,399.801331,313.789246,78.329361,474.486725,326.339691,74.982803,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3248,'2019/01/31 12:17:31:379',46,273.534149,299.060242,42.43998,270.34259,297.27063,69.028381,341.855774,303.024902,77.431313,401.920105,311.616089,78.485489,478.040131,322.107758,75.257713,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3249,'2019/01/31 12:17:31:427',46,273.813019,306.058533,42.425472,271.606567,300.746643,69.123306,343.498505,303.333618,77.467865,404.343994,310.410217,78.55909,481.275391,319.271973,75.36174,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3250,'2019/01/31 12:17:31:480',46,275.029297,310.01355,42.372673,273.627563,303.11261,69.237686,345.430695,303.827576,77.51162,406.70816,309.874359,78.608688,483.887756,317.760468,75.413887,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3251,'2019/01/31 12:17:31:528',46,276.722504,312.80307,42.396446,275.626404,304.96402,69.306557,347.095306,304.368988,77.528839,408.623779,309.755249,78.631493,485.698608,316.996216,75.449699,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3252,'2019/01/31 12:17:31:578',46,277.874573,315.208862,42.431122,276.955536,306.465668,69.402138,348.159882,304.821228,77.583405,409.860992,309.78717,78.694962,486.87915,316.416718,75.523499,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3253,'2019/01/31 12:17:31:627',46,278.824249,317.104309,42.465019,277.903809,307.458923,69.465469,348.901703,305.096283,77.618332,410.77887,309.684814,78.739182,487.651855,316.183777,75.572731,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3254,'2019/01/31 12:17:31:678',46,280.083923,318.817261,42.474541,278.839844,308.180267,69.493118,349.549316,305.183594,77.630028,411.553894,309.386841,78.763329,488.458862,315.551117,75.61087,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3255,'2019/01/31 12:17:31:728',46,280.85495,320.141968,42.458168,279.534271,308.555542,69.535728,349.95813,305.16507,77.642082,411.966003,309.138062,78.781158,488.923462,315.018066,75.633995,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3256,'2019/01/31 12:17:31:778',46,281.669983,321.082825,42.454491,280.105804,308.76828,69.580391,350.259155,304.990906,77.665009,412.38504,308.624329,78.81839,489.306885,314.311676,75.67572,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
3257,'2019/01/31 12:17:31:827',46,283.345581,322.361572,42.486828,280.688171,308.947632,69.583519,350.427429,304.721375,77.667297,412.529297,308.041107,78.843964,489.568451,313.264587,75.723053,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?
