@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric

@data
808,'2019/01/20 14:40:20:138',11,697.949707,362.552551,57.246422,700.11731,357.594299,74.675644,656.222412,356.181122,80.382233,614.150024,355.041656,80.538788,554.329346,356.75531,77.594093,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
809,'2019/01/20 14:40:20:185',11,697.466431,362.867126,57.277637,700.244873,357.337097,74.674606,656.26886,356.027313,80.385155,614.296387,354.972412,80.534088,554.40155,356.741211,77.592239,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
810,'2019/01/20 14:40:20:235',11,697.036316,363.300018,57.306458,700.423645,356.829163,74.704002,656.464478,355.584198,80.409958,614.379639,354.829102,80.553169,554.462402,356.572998,77.613091,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
811,'2019/01/20 14:40:20:283',11,697.051392,363.177856,57.318626,700.438171,356.653748,74.720726,656.536072,355.338013,80.4207,614.404541,354.698425,80.55838,554.493774,356.377533,77.6157,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
812,'2019/01/20 14:40:20:333',11,696.885864,363.191223,57.338902,700.471313,356.491089,74.732445,656.540527,355.384003,80.423935,614.458618,354.564636,80.564384,554.568298,356.153656,77.621475,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
813,'2019/01/20 14:40:20:385',11,696.663452,363.246582,57.347687,700.53125,356.452271,74.724411,656.59375,355.482635,80.414536,614.505188,354.523499,80.562645,554.616333,356.167725,77.622681,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
814,'2019/01/20 14:40:20:434',11,696.437988,363.464417,57.352169,700.787109,356.991974,74.696457,656.863525,355.852661,80.410202,614.90033,354.773438,80.570404,554.940186,356.357574,77.6511,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
815,'2019/01/20 14:40:20:483',11,696.364014,363.922974,57.368927,700.691956,357.498352,74.696373,656.741272,356.459473,80.397598,614.914429,355.03006,80.565704,554.916077,356.630096,77.64183,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
816,'2019/01/20 14:40:20:534',11,696.204285,364.312073,57.3759,700.533691,357.849213,74.687103,656.543213,356.817871,80.380096,614.790161,355.213867,80.549294,554.779419,356.864075,77.618851,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
817,'2019/01/20 14:40:20:585',11,695.575928,364.797882,57.376858,700.318604,358.378906,74.648178,656.53125,357.165131,80.349365,614.743713,355.42392,80.533264,554.7323,357.047974,77.610283,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
818,'2019/01/20 14:40:20:634',11,695.127197,364.881836,57.336761,699.994385,359.002167,74.587746,656.475342,357.439972,80.314743,614.699402,355.579285,80.516312,554.730713,357.209412,77.605942,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
819,'2019/01/20 14:40:20:683',11,694.702759,364.923462,57.297993,699.82959,358.918396,74.557198,656.458862,357.406708,80.295456,614.76178,355.648926,80.506119,554.801636,357.340759,77.613609,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
820,'2019/01/20 14:40:20:733',11,694.439697,365.001526,57.288864,699.710205,358.738312,74.559578,656.173401,357.266174,80.308716,614.522034,355.725525,80.514198,554.731201,357.459839,77.617981,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
821,'2019/01/20 14:40:20:783',11,694.130615,365.154907,57.290382,699.617432,358.729553,74.555557,656.084106,357.33667,80.306259,614.335449,355.792419,80.523643,554.679688,357.537384,77.624619,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
822,'2019/01/20 14:40:20:834',11,693.969849,365.08902,57.262218,699.540833,358.668549,74.545418,656.070251,357.3349,80.299095,614.267639,355.832703,80.528931,554.64801,357.462006,77.635674,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
823,'2019/01/20 14:40:20:889',11,693.833008,365.025757,57.239666,699.445007,358.687408,74.539871,656.023071,357.322998,80.301941,614.19342,355.757172,80.542145,554.595459,357.36499,77.654678,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
824,'2019/01/20 14:40:20:943',11,693.776855,364.988525,57.232208,699.278931,358.726807,74.543983,655.991272,357.292908,80.303604,614.072632,355.643127,80.55397,554.549988,357.309204,77.663063,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
825,'2019/01/20 14:40:20:992',11,693.713318,364.946869,57.219391,699.172363,358.798096,74.545166,655.921875,357.10144,80.321495,614.193848,355.625244,80.56424,554.669067,357.315063,77.678696,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
826,'2019/01/20 14:40:21:044',11,693.852844,365.038452,57.232216,699.273071,358.874023,74.573723,656.102539,357.110229,80.346237,614.532043,355.795166,80.579811,554.921692,357.375671,77.701767,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
827,'2019/01/20 14:40:21:095',11,694.126465,364.916138,57.203213,699.385254,359.207855,74.557671,656.242859,357.529816,80.322952,614.794922,356.026978,80.563248,555.105408,357.581146,77.691895,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
828,'2019/01/20 14:40:21:149',11,694.509277,365.492371,57.254498,699.552979,359.574402,74.62468,656.334778,357.836853,80.379562,614.952148,356.164642,80.618942,555.226868,357.680573,77.746407,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
829,'2019/01/20 14:40:21:200',11,694.990601,365.233765,57.213684,699.347778,359.885925,74.639679,656.187988,358.011047,80.393028,614.812927,356.323822,80.628098,555.047791,357.876343,77.746971,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
830,'2019/01/20 14:40:21:250',11,694.85022,365.483582,57.246437,699.007568,360.252594,74.686279,655.755981,358.441528,80.435905,614.321289,356.831696,80.662239,554.57959,358.309998,77.76722,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
831,'2019/01/20 14:40:21:300',11,694.654663,365.759155,57.278416,698.618652,360.424561,74.736832,655.133606,358.992126,80.466324,613.652527,357.302216,80.685776,553.958313,358.676147,77.773987,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
924,'2019/01/20 14:40:44:887',13,455.912292,443.486267,52.361206,450.435486,442.133789,67.538895,410.113831,444.311859,72.527931,365.109253,444.708282,72.74054,311.583893,444.249603,69.920456,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
925,'2019/01/20 14:40:44:933',13,456.007751,443.532837,52.350212,450.648193,442.176788,67.519531,410.436005,444.672119,72.473007,365.350983,444.776581,72.725983,311.824799,444.314728,69.910271,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
926,'2019/01/20 14:40:44:987',13,456.215668,443.565643,52.35178,451.048065,442.310547,67.51355,411.108551,445.501801,72.386887,365.9841,445.371155,72.684753,312.318329,444.521362,69.923416,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
927,'2019/01/20 14:40:45:035',13,457.310211,443.568573,52.441814,451.934784,442.581177,67.611992,411.94632,445.951202,72.466919,366.950256,446.058167,72.731384,313.356659,444.994965,69.981239,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
928,'2019/01/20 14:40:45:087',13,457.766144,443.55838,52.482082,452.103668,442.596313,67.662033,412.167419,446.171021,72.478302,367.21167,446.52066,72.70742,313.674469,445.223755,69.969498,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
929,'2019/01/20 14:40:45:136',13,457.953064,443.511902,52.535046,452.160583,442.535583,67.699722,412.03476,446.041901,72.52404,367.338959,446.519043,72.718849,313.876923,445.319305,69.960045,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
930,'2019/01/20 14:40:45:185',13,458.040863,443.457764,52.613892,452.011078,442.457367,67.762802,411.561371,445.499634,72.638138,366.857727,446.113129,72.801117,313.628845,445.090973,69.988998,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
931,'2019/01/20 14:40:45:234',13,458.562622,443.327454,52.739647,451.854248,442.53186,67.904961,410.903137,445.115601,72.835358,365.909119,445.443085,73.010941,313.049683,444.799194,70.097504,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
932,'2019/01/20 14:40:45:284',13,458.433136,443.419067,52.814297,451.399994,442.370667,68.013779,409.967438,444.309357,73.022598,364.790741,444.510773,73.198708,312.429932,444.516235,70.181229,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
933,'2019/01/20 14:40:45:334',13,458.163269,443.442169,52.88131,450.483673,442.177582,68.15728,408.801331,444.056427,73.174843,363.511536,444.268829,73.34726,311.259766,444.378876,70.295219,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
934,'2019/01/20 14:40:45:384',13,457.237976,443.507813,52.935825,449.404572,442.252747,68.25779,407.525024,443.848022,73.327835,362.521942,444.660522,73.442139,310.295593,444.675598,70.399208,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
935,'2019/01/20 14:40:45:434',13,455.721344,443.708893,52.989685,447.696106,442.213348,68.375114,406.26593,444.508606,73.35247,361.295471,445.005493,73.505127,309.083649,444.913788,70.474174,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
936,'2019/01/20 14:40:45:483',13,455.024139,443.763397,53.06419,446.424591,442.128784,68.45903,404.584808,444.134094,73.447845,359.641907,444.735596,73.562378,307.736206,444.748077,70.483116,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
937,'2019/01/20 14:40:45:532',13,454.228638,443.797974,53.144306,444.650238,441.945435,68.57872,402.244781,443.664581,73.569206,357.647034,444.489136,73.610825,305.574646,444.444336,70.502121,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
938,'2019/01/20 14:40:45:585',13,453.749084,443.787354,53.186558,443.567047,441.841248,68.658051,401.108276,443.61972,73.618011,356.331909,444.447174,73.650589,304.009491,444.290802,70.535034,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
939,'2019/01/20 14:40:45:633',13,450.169128,444.111877,53.247734,439.486267,442.232849,68.803116,396.380676,443.679749,73.810837,351.876587,444.837463,73.795036,299.697662,444.618591,70.657013,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
940,'2019/01/20 14:40:45:684',13,447.352203,444.385803,53.320927,436.087128,442.18927,68.994698,392.703308,444.039093,73.942314,348.161407,445.198517,73.90139,296.267761,444.943207,70.718323,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
941,'2019/01/20 14:40:45:733',13,443.416901,444.680206,53.535831,430.944122,442.850311,69.318245,386.695007,444.94165,74.228409,341.953308,446.174133,74.133499,290.460632,445.891205,70.861664,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
942,'2019/01/20 14:40:45:782',13,438.3396,445.282379,53.705353,424.663208,443.624023,69.598495,379.838867,445.892334,74.451218,334.542297,447.222748,74.303513,283.00293,446.375671,70.979767,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
943,'2019/01/20 14:40:45:833',13,431.104004,445.935913,54.012959,415.631226,444.936951,70.022835,369.965942,447.348389,74.79512,324.371063,448.363647,74.58136,272.707214,446.869629,71.164139,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
944,'2019/01/20 14:40:45:882',13,423.073761,446.417908,54.360981,405.86142,445.187012,70.52433,359.45047,447.691864,75.195557,312.983795,447.917236,74.96225,261.019623,445.843384,71.432327,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
945,'2019/01/20 14:40:45:934',13,409.782471,446.300842,54.939896,391.289368,445.117889,71.279602,342.837982,448.47113,75.791771,297.328278,448.073395,75.427521,245.14093,445.84021,71.743126,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
946,'2019/01/20 14:40:45:983',13,397.382996,445.446594,55.705299,376.645996,444.838165,72.083771,326.771973,448.817108,76.398834,281.480316,445.987152,76.048187,229.373505,444.250305,72.132538,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
947,'2019/01/20 14:40:46:034',13,388.17453,444.80014,56.185371,367.40921,444.122925,72.572906,316.547241,447.573914,76.877159,270.939575,443.781799,76.525078,219.452347,442.596771,72.472214,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
948,'2019/01/20 14:40:46:083',13,380.401764,443.500183,56.340614,360.01709,442.775879,72.747177,308.991089,444.986176,77.137161,263.599426,441.633057,76.714828,212.502686,440.73587,72.613312,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
949,'2019/01/20 14:40:46:135',13,377.930542,442.731812,56.358704,357.889343,441.66806,72.785233,307.166321,444.338776,77.147202,262.070435,440.60495,76.76429,210.869781,439.717346,72.687881,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
950,'2019/01/20 14:40:46:184',13,378.368011,441.319794,56.332424,358.54834,439.84613,72.787704,308.344727,442.56662,77.159225,264.000732,439.268646,76.762009,212.627472,438.709045,72.716713,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
951,'2019/01/20 14:40:46:233',13,383.956085,441.011597,56.213402,364.870148,439.199921,72.752228,315.603882,442.470947,77.11087,271.611938,439.369812,76.749756,219.625641,438.526337,72.789108,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
952,'2019/01/20 14:40:46:282',13,395.132263,439.381592,55.931885,378.36145,436.496552,72.510208,329.938568,439.594788,77.006363,285.879028,437.858154,76.669922,233.068939,437.373016,72.863403,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
953,'2019/01/20 14:40:46:332',13,405.848816,438.90506,55.367165,391.514465,435.144775,71.986382,344.125092,438.134338,76.594025,301.846893,438.640411,76.159256,247.560822,437.977325,72.5811,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
954,'2019/01/20 14:40:46:382',13,423.12616,437.866486,54.936031,410.337219,433.613373,71.5439,363.825745,436.700989,76.221756,322.173035,438.49231,75.773346,267.743164,438.405457,72.301926,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
955,'2019/01/20 14:40:46:433',13,437.641144,436.917236,54.507553,426.997009,433.006683,71.037659,381.45932,435.352203,75.866013,339.845398,437.131897,75.527985,284.929749,437.243469,72.191132,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
956,'2019/01/20 14:40:46:482',13,455.306488,435.41214,54.084553,447.104401,431.268555,70.54364,402.524902,432.978363,75.529175,360.583282,435.072144,75.308823,305.384521,435.704224,72.100121,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
957,'2019/01/20 14:40:46:536',13,470.158936,434.778198,53.963863,463.240265,430.816833,70.388641,419.200134,432.569366,75.437767,377.008942,434.800629,75.287872,321.93927,435.938171,72.126282,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
958,'2019/01/20 14:40:46:583',13,485.5896,434.639252,53.799671,480.909302,431.084656,70.195572,437.820221,433.617615,75.284813,395.404755,435.837891,75.238617,339.851013,436.621002,72.230026,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
959,'2019/01/20 14:40:46:633',13,494.384735,434.797302,53.644672,491.716614,431.062653,69.980606,449.451569,433.672913,75.097061,406.404877,434.690369,75.22406,350.491852,435.227295,72.315842,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
960,'2019/01/20 14:40:46:685',13,505.084595,434.717834,53.526127,504.786591,431.012695,69.877151,463.54306,434.698059,74.976013,420.94989,435.261597,75.202248,363.911774,434.931641,72.513885,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
961,'2019/01/20 14:40:46:734',13,509.670532,434.836426,53.46035,510.5242,431.069336,69.856491,469.648499,434.92865,74.99231,427.193573,435.602661,75.256409,369.816864,434.929047,72.677345,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
962,'2019/01/20 14:40:46:785',13,521.824158,435.030273,53.307861,523.66687,430.981293,69.753838,483.108582,434.497559,74.949005,440.819397,435.735657,75.207932,383.099274,434.512421,72.759048,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
963,'2019/01/20 14:40:46:833',13,529.145691,434.86026,53.238434,531.361755,430.198334,69.675095,490.911743,434.154236,74.85154,448.565796,435.644165,75.120575,390.729095,434.445343,72.728897,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
964,'2019/01/20 14:40:46:883',13,534.951355,434.270447,53.050705,538.169495,430.447021,69.427704,497.740326,434.619141,74.626968,455.355652,435.996033,74.932693,397.236176,434.408295,72.636497,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
965,'2019/01/20 14:40:46:933',13,539.115662,433.767792,52.860268,543.062195,430.334076,69.22644,503.040649,435.29776,74.381836,460.779785,436.570068,74.719513,402.412231,435.008453,72.491653,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
966,'2019/01/20 14:40:46:982',13,542.417664,433.516479,52.766823,546.741333,430.629456,69.099304,506.65213,435.559631,74.283211,464.459412,436.875366,74.624954,405.888763,435.34964,72.422112,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
967,'2019/01/20 14:40:47:032',13,544.934387,433.413086,52.654926,549.69696,431.036957,68.893936,509.420898,435.635529,74.140045,467.400208,436.948212,74.487701,408.528839,435.554016,72.312798,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
968,'2019/01/20 14:40:47:084',13,546.339478,433.21051,52.620564,551.260498,431.314667,68.782928,510.807465,435.318054,74.098984,468.945862,436.953735,74.416588,409.873352,435.593506,72.262497,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
969,'2019/01/20 14:40:47:133',13,547.08252,433.096466,52.582321,552.060547,431.789001,68.68367,511.670837,435.548584,74.022774,469.805023,437.051392,74.35257,410.667084,435.750916,72.206108,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
970,'2019/01/20 14:40:47:183',13,547.289307,433.09552,52.550694,552.249817,432.052094,68.63755,511.928345,435.813202,73.977448,470.172333,437.239532,74.307632,410.863678,435.932739,72.176506,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
971,'2019/01/20 14:40:47:234',13,547.342285,433.148926,52.525841,552.159058,432.52771,68.585594,511.954712,436.349243,73.917435,470.065979,437.452698,74.281754,410.716125,436.172852,72.151024,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
972,'2019/01/20 14:40:47:284',13,547.103699,433.216156,52.506256,551.748779,433.045105,68.528214,511.519836,437.083282,73.84481,469.723267,437.837311,74.236099,410.238495,436.393616,72.127541,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
973,'2019/01/20 14:40:47:334',13,546.671082,433.198456,52.495312,551.169312,432.725281,68.506096,511.001343,437.474854,73.758301,469.328918,437.96225,74.180153,409.829834,436.387665,72.107208,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
974,'2019/01/20 14:40:47:382',13,546.80011,433.164551,52.505493,551.303833,432.698059,68.489616,511.052429,437.808899,73.710228,469.459229,438.040527,74.158051,410.094299,436.726044,72.075867,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
975,'2019/01/20 14:40:47:432',13,548.221191,432.795929,52.467003,553.074219,431.860291,68.441185,512.955322,436.96347,73.671043,471.276093,437.24939,74.137993,411.973816,436.163025,72.06604,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
976,'2019/01/20 14:40:47:484',13,550.917358,432.533722,52.357147,556.929993,431.220245,68.311935,517.136536,435.962341,73.614471,475.307007,436.281921,74.135712,416.062164,435.365967,72.108795,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
977,'2019/01/20 14:40:47:536',13,556.593323,431.75412,52.270119,563.703552,431.072571,68.220032,524.248291,435.970795,73.586891,482.374084,436.390991,74.168617,423.165314,436.075317,72.162956,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
978,'2019/01/20 14:40:47:585',13,562.05249,431.085724,52.209572,569.752808,431.476379,68.228271,530.282349,436.031677,73.721741,488.507782,437.445404,74.264961,429.213531,436.882385,72.30986,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
979,'2019/01/20 14:40:47:633',13,565.610962,430.960846,52.065075,574.130005,431.502014,68.189568,534.755005,436.682892,73.690163,492.82373,438.660614,74.224426,433.627563,437.926758,72.298767,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
980,'2019/01/20 14:40:47:683',13,570.611084,430.9534,51.972908,580.663757,432.048767,68.218994,541.212036,436.971741,73.88768,498.85614,438.579987,74.546074,440.164642,439.404083,72.502533,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
981,'2019/01/20 14:40:47:736',13,572.440186,431.449799,51.888718,582.849365,431.08609,68.312416,542.97876,436.28537,73.992104,500.8237,438.322235,74.604866,441.914032,438.599518,72.604965,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
982,'2019/01/20 14:40:47:785',13,574.603699,431.613312,51.859852,585.269958,431.146545,68.455338,545.166626,436.450836,74.169075,503.164063,438.100677,74.804283,444.161713,439.671478,72.695351,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
983,'2019/01/20 14:40:47:836',13,575.901917,430.830719,51.696548,586.731689,430.857605,68.46064,546.866211,436.036469,74.24929,503.808136,436.767334,75.027237,445.378906,441.28064,72.715965,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
984,'2019/01/20 14:40:47:885',13,575.194824,430.875488,51.694595,586.397278,430.990753,68.53894,546.897827,437.533264,74.256958,504.09433,438.434906,75.041626,444.75,442.204926,72.816818,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
985,'2019/01/20 14:40:47:934',13,572.853699,431.816742,51.733925,583.513,432.296906,68.671112,543.985718,439.116547,74.318336,501.223816,439.573914,75.093674,441.92334,442.592102,72.843323,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
986,'2019/01/20 14:40:47:984',13,565.939453,433.155914,51.849922,575.524658,434.195435,68.789871,535.428711,439.910004,74.433212,493.317047,440.640106,75.063599,433.877106,442.038971,72.813522,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
987,'2019/01/20 14:40:48:032',13,558.856873,434.241058,52.086712,566.785095,434.630188,69.021935,526.063293,439.550842,74.600731,484.587463,440.017029,75.094505,424.9758,440.226166,72.81958,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
988,'2019/01/20 14:40:48:083',13,549.795166,434.910217,52.407196,555.875305,434.249573,69.293381,515.102234,439.636475,74.672974,473.554688,439.421539,75.133408,413.79184,438.855774,72.827774,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
989,'2019/01/20 14:40:48:132',13,542.219604,435.290314,52.727879,546.136475,434.642426,69.485359,504.835083,439.333344,74.810822,463.860901,439.718842,75.092873,404.122131,438.583588,72.749039,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
990,'2019/01/20 14:40:48:185',13,533.868286,435.685059,53.175484,535.833557,435.681641,69.773796,494.519531,440.320374,74.975304,453.08667,439.737427,75.286591,393.473419,438.302002,72.871033,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
991,'2019/01/20 14:40:48:235',13,526.130005,435.87851,53.500816,525.785706,436.849487,70.053162,484.057495,441.237854,75.171112,442.373016,440.404572,75.432144,383.442261,439.150391,72.877136,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
992,'2019/01/20 14:40:48:283',13,520.852478,435.979553,53.663685,519.276367,437.719177,70.212997,477.46521,442.603607,75.243401,435.359253,441.312286,75.5354,376.73291,439.998901,72.918983,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
993,'2019/01/20 14:40:48:339',13,515.192505,436.528717,53.754902,512.208496,438.1987,70.306915,470.027161,442.628326,75.332855,427.50061,441.451477,75.58374,369.278717,440.318604,72.870987,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
994,'2019/01/20 14:40:48:387',13,511.22406,436.940369,53.794022,507.464905,438.494781,70.36869,465.046204,442.835175,75.385315,422.288635,441.600647,75.627647,364.325653,440.637085,72.861755,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
995,'2019/01/20 14:40:48:439',13,507.310059,437.175201,53.769375,502.542542,438.390594,70.35321,459.8396,442.472046,75.366943,417.138092,441.74527,75.534973,359.23584,440.81842,72.73587,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
996,'2019/01/20 14:40:48:488',13,504.354065,437.380676,53.77961,498.673737,438.531006,70.365349,455.905457,443.143005,75.294876,413.189148,442.234436,75.453026,355.461456,441.245422,72.626114,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
997,'2019/01/20 14:40:48:542',13,502.173065,437.4534,53.789017,495.997375,438.574951,70.380066,452.991699,442.858826,75.324043,410.084442,442.082977,75.461479,352.720001,441.152985,72.592972,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
998,'2019/01/20 14:40:48:596',13,499.229462,437.625122,53.810246,492.463989,438.807861,70.364212,449.146667,442.781433,75.308121,406.151306,441.936096,75.423912,349.045929,440.825897,72.518845,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
999,'2019/01/20 14:40:48:648',13,494.645752,437.737122,53.89143,487.143311,438.667969,70.378418,443.710907,442.638336,75.270264,400.482727,441.637512,75.370682,343.564484,440.508636,72.411057,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
1000,'2019/01/20 14:40:48:701',13,489.975891,437.923157,53.972698,481.546967,438.85025,70.409142,438.061951,442.854553,75.239227,394.258057,441.369873,75.35981,337.806976,440.63501,72.291878,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
1001,'2019/01/20 14:40:48:750',13,485.089142,438.777344,54.088646,476.290161,439.788269,70.420601,433.266327,441.706268,75.340919,388.586609,441.629761,75.33506,332.459259,441.194061,72.170807,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
1002,'2019/01/20 14:40:48:802',13,482.063354,439.490662,54.108543,473.608154,439.890656,70.409325,430.587372,441.485565,75.327682,385.319458,440.951599,75.344437,329.535522,441.065552,72.088593,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
1003,'2019/01/20 14:40:48:853',13,480.618713,439.786163,54.133816,472.570618,439.397827,70.436859,429.513855,440.292084,75.395729,383.859833,440.702209,75.341171,328.11734,440.814087,72.065361,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
1004,'2019/01/20 14:40:48:901',13,480.104797,439.920349,54.134022,472.515869,438.744537,70.462654,429.351654,439.536987,75.429398,383.582886,440.584686,75.329941,327.845337,440.746399,72.049561,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
1005,'2019/01/20 14:40:48:952',13,479.62915,440.091553,54.117233,472.702454,438.751099,70.407173,429.577026,439.131165,75.406296,383.834656,440.297699,75.296432,328.110413,440.750763,71.996765,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
1006,'2019/01/20 14:40:49:001',13,479.519379,440.271271,54.07058,473.204285,438.440552,70.351723,430.00415,438.933899,75.348938,384.388062,440.203247,75.230675,328.5495,440.563385,71.94693,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
1007,'2019/01/20 14:40:49:054',13,479.698242,440.335632,54.027836,473.823486,438.283844,70.298714,430.670715,438.71167,75.306297,385.083069,440.008789,75.192871,329.231781,440.383301,71.919922,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?
